case_id,year,year,month,day,hour,minute,county,county_name,city,city_name,latitude,longitude,fatalities,route_type,roadway,functional_system,first_harmful_event,lighting,weather
471060,2019,2019,9,29,4,15,93,KNOX (93),0,NOT APPLICABLE,36.07358889,-83.96063056,1,State Highway,SR-131 E EMORY RD,Minor Arterial,Motor Vehicle In-Transport,Dark - Lighted,Clear
471061,2019,2019,12,23,13,50,153,SEQUATCHIE (153),0,NOT APPLICABLE,35.48503889,-85.46635,1,State Highway,SR-8/111,Principal Arterial - Other,Motor Vehicle In-Transport,Daylight,Clear
471062,2019,2019,10,23,12,51,93,KNOX (93),1300,KNOXVILLE,35.97881944,-83.973975,1,Local Street - Municipality,PLEASANT RIDGE RD,Minor Arterial,Utility Pole/Light Support,Daylight,Clear
471063,2019,2019,12,31,23,23,43,DICKSON (43),0,NOT APPLICABLE,36.0505,-87.4303,1,County Road,CR-1858 W PINEY RD,Major Collector,Fence,Dark - Not Lighted,Clear
471064,2019,2019,9,21,17,1,155,SEVIER (155),0,NOT APPLICABLE,35.69189167,-83.53241111,2,U.S. Highway,US-441 SR-71 NEWFOUND GAP RD,Minor Arterial,Motor Vehicle In-Transport,Daylight,Not Reported
471065,2019,2019,12,28,22,5,157,SHELBY (157),1620,MEMPHIS,35.15955,-89.91585,1,Local Street - Municipality,WARING RD,Major Collector,Tree (Standing Only),Dark - Not Lighted,Rain
471066,2019,2019,12,27,12,0,157,SHELBY (157),160,BARTLETT,35.22364444,-89.79211944,1,State Highway,SR-177 GERMANTOWN RD,Minor Arterial,Motor Vehicle In-Transport,Daylight,Clear
471067,2019,2019,12,11,18,3,125,MONTGOMERY (125),410,CLARKSVILLE,36.53711667,-87.33794167,1,State Highway,SR-48 COLLEGE ST,Minor Arterial,Motor Vehicle In-Transport,Dark - Not Lighted,Clear
471068,2019,2019,12,19,18,0,69,HARDEMAN (69),0,NOT APPLICABLE,35.27763889,-89.06703889,1,County Road,CR-OLD HIGHWAY 64,Minor Collector,Motor Vehicle In-Transport,Dark - Not Lighted,Clear
471069,2019,2019,12,27,17,10,37,DAVIDSON (37),1760,NASHVILLE,36.18488889,-86.77368056,1,U.S. Highway,US-31W/41 SR-11 DICKERSON PK,Principal Arterial - Other,Motor Vehicle In-Transport,Dusk,Clear
471070,2019,2019,12,26,15,27,37,DAVIDSON (37),1760,NASHVILLE,36.20406111,-86.81841111,1,Local Street - Municipality,W TRINITY LN,Minor Arterial,Pedestrian,Daylight,Cloudy
471071,2019,2019,12,24,13,45,65,HAMILTON (65),400,CHATTANOOGA,35.11363056,-85.25548889,1,Local Street - Municipality,N ACCESS RD,Minor Arterial,Motor Vehicle In-Transport,Daylight,Clear
471072,2019,2019,10,22,6,20,119,MAURY (119),2350,SPRING HILL,35.7177,-86.97008056,1,Other,DONALD F EPHLIN PKWY,Trafficway Not in State Inventory,Pedestrian,Dark - Lighted,Clear
471073,2019,2019,2,21,3,20,181,WAYNE (181),0,NOT APPLICABLE,35.08873611,-87.78643333,2,Other,CR-NATCHEZ TRACE PKWY,Local,Tree (Standing Only),Dark - Unknown Lighting,Clear
471074,2019,2019,12,12,9,0,105,LOUDON (105),0,NOT APPLICABLE,35.7595,-84.36351944,1,County Road,CR-CLUB DR,Local,Other Fixed Object,Daylight,Clear
471075,2019,2019,12,4,5,0,113,MADISON (113),1200,JACKSON,35.62406111,-88.81296111,1,Local Street - Municipality,N ROYAL ST,Minor Arterial,Motor Vehicle In-Transport,Dark - Lighted,Clear
471076,2019,2019,11,14,22,5,47,FAYETTE (47),1840,OAKLAND,35.229075,-89.50438889,1,U.S. Highway,US-64 SR-15,Principal Arterial - Other,Pedalcyclist,Dark - Lighted,Clear
471077,2019,2019,12,30,8,44,115,MARION (115),2590,WHITWELL,35.21215,-85.52316111,1,State Highway,SR-108 S MAIN ST,Minor Arterial,Ditch,Daylight,Clear
471078,2019,2019,5,16,14,3,157,SHELBY (157),1620,MEMPHIS,35.02096667,-90.06063611,1,State Highway,SR-175 E SHELBY DR,Minor Arterial,Motor Vehicle In-Transport,Daylight,Clear
470001,2020,2020,1,1,13,6,157,SHELBY (157),1620,MEMPHIS,35.22208611,-89.91226944,1,Local Street - Municipality,YALE RD,Minor Arterial,Motor Vehicle In-Transport,Daylight,Clear
470002,2020,2020,1,4,1,45,157,SHELBY (157),1620,MEMPHIS,35.10946944,-90.01635278,1,Local Street - Municipality,S PKWY E,Principal Arterial - Other,Tree (Standing Only),Dark - Lighted,Clear
470003,2020,2020,1,1,21,54,125,MONTGOMERY (125),410,CLARKSVILLE,36.57873611,-87.40923889,1,U.S. Highway,US-41A SR-12 FT CAMPBELL BLVD,Principal Arterial - Other,Motor Vehicle In-Transport,Dark - Lighted,Clear
470004,2020,2020,1,3,12,14,157,SHELBY (157),1620,MEMPHIS,35.23133333,-90.00535833,1,Local Street - Municipality,N WATKINS ST,Minor Arterial,Motor Vehicle In-Transport,Daylight,Rain
470005,2020,2020,1,1,19,48,107,MCMINN (107),0,NOT APPLICABLE,35.44948056,-84.44706944,1,U.S. Highway,US-411 SR-33,Principal Arterial - Other,Motor Vehicle In-Transport,Dark - Not Lighted,Clear
470006,2020,2020,1,6,2,29,93,KNOX (93),1300,KNOXVILLE,35.94976389,-84.05003611,1,Local Street - Municipality,PINEY GROVE CHURCH RD,Local,Rollover/Overturn,Dark - Lighted,Clear
470007,2020,2020,1,5,10,15,35,CUMBERLAND (35),0,NOT APPLICABLE,36.0703,-85.22226944,1,U.S. Highway,US-70N SR-24,Major Collector,Motor Vehicle In-Transport,Daylight,Clear
470008,2020,2020,1,7,12,32,157,SHELBY (157),1620,MEMPHIS,35.13551944,-90.00311944,1,U.S. Highway,US-64/70 SR-23 UNION AVE,Principal Arterial - Other,Pedestrian,Daylight,Clear
470009,2020,2020,1,7,12,50,113,MADISON (113),1200,JACKSON,35.67628611,-88.74685833,1,U.S. Highway,US-412/70 SR-1,Principal Arterial - Other,Motor Vehicle In-Transport,Daylight,Clear
470010,2020,2020,1,9,6,59,157,SHELBY (157),1620,MEMPHIS,35.00255556,-89.95501667,1,Local Street - Municipality,TCHULAHOMA RD,Major Collector,Tree (Standing Only),Daylight,Clear
470011,2020,2020,1,8,16,35,57,GRAINGER (57),0,NOT APPLICABLE,36.32314444,-83.52266944,1,State Highway,SR-131,Major Collector,Motor Vehicle In-Transport,Daylight,Clear
470012,2020,2020,1,9,11,45,189,WILSON (189),1727,MOUNT JULIET,36.2187,-86.57391944,1,U.S. Highway,US-70 SR-24 LEBANON RD,Principal Arterial - Other,Motor Vehicle In-Transport,Daylight,Clear
470013,2020,2020,1,3,19,56,37,DAVIDSON (37),1760,NASHVILLE,36.21953056,-86.72748056,1,Local Street - Municipality,GALLATIN PK,Minor Arterial,Pedestrian,Dark - Lighted,Rain
470014,2020,2020,1,4,0,35,69,HARDEMAN (69),0,NOT APPLICABLE,35.41258889,-88.884,1,State Highway,SR-18,Principal Arterial - Other,Pedestrian,Dark - Not Lighted,Cloudy
470015,2020,2020,1,6,13,30,81,HICKMAN (81),0,NOT APPLICABLE,35.78436389,-87.51985,1,State Highway,SR-50 MINNIE PEARL MEMORIAL HW,Major Collector,Rollover/Overturn,Daylight,Clear
470016,2020,2020,1,10,16,36,35,CUMBERLAND (35),0,NOT APPLICABLE,35.88621389,-84.80628889,1,Interstate,I-40,Interstate,Cable Barrier,Daylight,Cloudy
470018,2020,2020,1,12,3,41,65,HAMILTON (65),750,EAST RIDGE,35.01773056,-85.25636944,1,Interstate,I-24,Interstate,Motor Vehicle In-Transport,Dark - Lighted,Not Reported
470019,2020,2020,1,10,14,14,59,GREENE (59),1010,GREENEVILLE,36.15631944,-82.84368889,1,U.S. Highway,US-321 SR-35 W MAIN ST,Principal Arterial - Other,Embankment,Daylight,Clear
470020,2020,2020,1,12,8,58,31,COFFEE (31),0,NOT APPLICABLE,35.50031389,-86.02051389,1,County Road,CR-RAGSDALE RD,Minor Collector,Rollover/Overturn,Daylight,Cloudy
470021,2020,2020,1,15,2,16,37,DAVIDSON (37),1760,NASHVILLE,36.11558889,-86.72483889,1,Interstate,I-24,Interstate,Guardrail Face,Dark - Not Lighted,Rain
470022,2020,2020,1,14,13,22,157,SHELBY (157),1620,MEMPHIS,35.10166111,-90.05556111,2,U.S. Highway,US-61 SR-14 S THIRD ST,Principal Arterial - Other,Motor Vehicle In-Transport,Daylight,Clear
470023,2020,2020,1,15,19,50,157,SHELBY (157),1620,MEMPHIS,35.02065278,-89.93825556,1,State Highway,SR-175 SHELBY DR,Principal Arterial - Other,Pedestrian,Dark - Lighted,Rain
470024,2020,2020,1,10,18,17,119,MAURY (119),470,COLUMBIA,35.65045833,-87.002175,1,County Road,CR-BAKER RD,Local,Motor Vehicle In-Transport,Dark - Not Lighted,Rain
470025,2020,2020,1,16,0,19,37,DAVIDSON (37),1760,NASHVILLE,36.16858889,-86.7662,1,Interstate,I-24,Interstate,Pedestrian,Dark - Lighted,Clear
470026,2020,2020,1,2,21,8,7,BLEDSOE (7),0,NOT APPLICABLE,35.66543611,-85.14312222,1,U.S. Highway,US-127 SR-28,Principal Arterial - Other,Embankment,Dark - Not Lighted,Rain
470027,2020,2020,1,14,16,3,173,UNION (173),0,NOT APPLICABLE,36.31320833,-83.75209444,1,State Highway,SR-33 MAYNARDVILLE HWY,Minor Arterial,Motor Vehicle In-Transport,Daylight,Cloudy
470028,2020,2020,1,16,8,26,11,BRADLEY (11),420,CLEVELAND,35.18995833,-84.87393889,1,Local Street - Municipality,PEERLESS RD NW,Minor Arterial,Curb,Daylight,Clear
470029,2020,2020,1,12,6,51,11,BRADLEY (11),420,CLEVELAND,35.18024722,-84.81904444,1,Local Street - Municipality,MICHIGAN AVE NE,Minor Arterial,Motor Vehicle In-Transport,Dawn,Clear
470030,2020,2020,1,17,2,20,157,SHELBY (157),1620,MEMPHIS,35.06114722,-89.88131944,2,Local Street - Municipality,KNIGHT ARNOLD RD,Minor Arterial,Tree (Standing Only),Dark - Lighted,Rain
470031,2020,2020,1,7,10,40,21,CHEATHAM (21),0,NOT APPLICABLE,36.36503333,-86.96116667,1,Interstate,I-24,Interstate,Tree (Standing Only),Daylight,Clear
470032,2020,2020,1,18,7,55,163,SULLIVAN (163),0,NOT APPLICABLE,36.58466944,-82.29386111,1,U.S. Highway,US-11W SR-1,Principal Arterial - Other,Rollover/Overturn,Daylight,Clear
470033,2020,2020,1,11,17,8,113,MADISON (113),0,NOT APPLICABLE,35.52268056,-88.76800833,1,U.S. Highway,US-45 SR-5,Principal Arterial - Other,Motor Vehicle In-Transport,Dusk,Clear
470034,2020,2020,1,17,22,20,125,MONTGOMERY (125),410,CLARKSVILLE,36.52670556,-87.34800278,1,U.S. Highway,US-41 SR-112 MADISON ST,Minor Arterial,Building,Dark - Lighted,Clear
470035,2020,2020,1,17,20,57,65,HAMILTON (65),400,CHATTANOOGA,35.02348889,-85.12375278,1,Local Street - Municipality,MORRIS HILL RD,Minor Arterial,Mail Box,Dark - Lighted,Clear
470036,2020,2020,1,20,13,56,65,HAMILTON (65),0,NOT APPLICABLE,35.16336944,-85.21095,1,County Road,CR-MIDDLE VALLEY RD,Minor Arterial,Rollover/Overturn,Daylight,Cloudy
470037,2020,2020,1,18,6,45,63,HAMBLEN (63),0,NOT APPLICABLE,36.2664,-83.16053889,1,U.S. Highway,US-11E SR-34 E ANDREW JOHNSON,Principal Arterial - Other,Motor Vehicle In-Transport,Dawn,Clear
470038,2020,2020,1,18,14,4,149,RUTHERFORD (149),1345,LA VERGNE,36.01613889,-86.57604167,1,Local Street - Municipality,BUCHANAN ST,Local,Motor Vehicle In-Transport,Daylight,Cloudy
470039,2020,2020,1,22,13,47,65,HAMILTON (65),0,NOT APPLICABLE,35.28665833,-84.9717,1,State Highway,SR-58,Minor Arterial,Motor Vehicle In-Transport,Daylight,Clear
470040,2020,2020,1,23,2,28,85,HUMPHREYS (85),0,NOT APPLICABLE,35.86714167,-87.88281389,1,Interstate,I-40,Interstate,Guardrail Face,Dark - Not Lighted,Clear
470041,2020,2020,1,24,0,50,157,SHELBY (157),1620,MEMPHIS,35.15370833,-89.98084167,1,State Highway,SR-57 TREZEVANT ST,Minor Arterial,Curb,Dark - Lighted,Clear
470042,2020,2020,1,19,14,14,115,MARION (115),1220,JASPER,35.04816389,-85.62372222,1,Interstate,I-24,Interstate,Motor Vehicle In-Transport,Daylight,Clear
470043,2020,2020,1,23,14,52,135,PERRY (135),0,NOT APPLICABLE,35.61653889,-87.8882,1,U.S. Highway,US-412 SR-20,Principal Arterial - Other,Tree (Standing Only),Daylight,Rain
470044,2020,2020,1,21,22,20,53,GIBSON (53),0,NOT APPLICABLE,36.07056944,-88.72903056,1,State Highway,SR-105 TREZEVANT HWY,Major Collector,Tree (Standing Only),Dark - Not Lighted,Clear
470046,2020,2020,1,25,18,6,35,CUMBERLAND (35),540,CROSSVILLE,35.95918056,-85.02401944,1,State Highway,SR-298 GENESIS RD,Minor Arterial,Pedestrian,Dark - Not Lighted,Clear
470047,2020,2020,1,25,16,33,179,WASHINGTON (179),1250,JOHNSON CITY,36.37748056,-82.36989722,1,U.S. Highway,US-11E/19W SR-34 BRISTOL HWY,Principal Arterial - Other,Motor Vehicle In-Transport,Daylight,Cloudy
470048,2020,2020,1,26,18,20,157,SHELBY (157),1620,MEMPHIS,35.03542778,-90.07308056,2,U.S. Highway,US-61 SR-14 S THIRD ST,Principal Arterial - Other,Motor Vehicle In-Transport,Dusk,Rain
470049,2020,2020,1,18,21,23,157,SHELBY (157),0,NOT APPLICABLE,35.27812222,-89.97773611,1,U.S. Highway,US-51 SR-3,Principal Arterial - Other,Parked Motor Vehicle,Dark - Not Lighted,Clear
470050,2020,2020,1,26,12,26,189,WILSON (189),0,NOT APPLICABLE,36.10170278,-86.18695,1,U.S. Highway,US-70 SR-26 SPARTA PK,Minor Arterial,Motor Vehicle In-Transport,Daylight,Clear
470051,2020,2020,1,16,7,39,65,HAMILTON (65),2260,SODDY-DAISY,35.2359,-85.19060556,1,Local Street - Municipality,DAISY DALLAS RD,Major Collector,Railway Vehicle,Dawn,Cloudy
470052,2020,2020,1,27,22,34,93,KNOX (93),1300,KNOXVILLE,35.94429167,-84.05632778,1,State Highway,SR-169 MIDDLEBROOK PK,Minor Arterial,Motor Vehicle In-Transport,Dark - Lighted,Clear
470053,2020,2020,1,26,2,25,59,GREENE (59),0,NOT APPLICABLE,36.29605833,-82.94416944,1,State Highway,SR-70 LONESOME PINE TR,Minor Arterial,Embankment,Dark - Not Lighted,Clear
470055,2020,2020,1,28,17,25,3,BEDFORD (3),2200,SHELBYVILLE,35.48055,-86.4058,1,U.S. Highway,US-41A SR-16 MADISON ST,Minor Arterial,Motor Vehicle In-Transport,Dark - Not Lighted,Clear
470056,2020,2020,2,1,20,17,41,DEKALB (41),0,NOT APPLICABLE,36.07388889,-85.72911944,1,State Highway,SR-56 SMITHVILLE WHY,Minor Arterial,Motor Vehicle In-Transport,Dark - Not Lighted,Clear
470057,2020,2020,2,1,19,26,157,SHELBY (157),1620,MEMPHIS,35.15789444,-89.97801111,1,State Highway,SR-14 JACKSON AVE,Principal Arterial - Other,Pedestrian,Dark - Lighted,Clear
470058,2020,2020,2,1,17,48,157,SHELBY (157),1620,MEMPHIS,35.05864722,-89.86591944,1,Local Street - Municipality,HICKORY HILL DR,Principal Arterial - Other,Motor Vehicle In-Transport,Dark - Lighted,Clear
470059,2020,2020,1,6,7,50,37,DAVIDSON (37),1760,NASHVILLE,36.19726667,-86.62921667,1,Local Street - Municipality,JACKSONIAN DR,Local,Culvert,Daylight,Clear
470060,2020,2020,1,23,16,27,37,DAVIDSON (37),1760,NASHVILLE,36.14413333,-86.87310556,1,U.S. Highway,US-70 SR-24 CHARLOTTE PK,Principal Arterial - Other,Pedestrian,Dusk,Rain
470061,2020,2020,1,25,5,10,43,DICKSON (43),0,NOT APPLICABLE,36.01797778,-87.24285833,1,Interstate,I-40,Interstate,Pedestrian,Dark - Not Lighted,Cloudy
470062,2020,2020,1,28,14,0,37,DAVIDSON (37),1760,NASHVILLE,36.17605833,-86.79334444,1,U.S. Highway,US-41A SR-12 ROSA L PARKS BLVD,Principal Arterial - Other,Pedestrian,Daylight,Clear
470063,2020,2020,1,27,17,10,59,GREENE (59),0,NOT APPLICABLE,36.0611,-82.90705,1,County Road,CR-W ALLENS BRIDGE RD,Minor Collector,Utility Pole/Light Support,Daylight,Rain
470064,2020,2020,2,2,1,10,37,DAVIDSON (37),1760,NASHVILLE,36.04133611,-86.82243056,1,State Highway,SR-254 OLD HICKORY BLVD,Principal Arterial - Other,Guardrail Face,Dark - Not Lighted,Clear
470065,2020,2020,1,28,22,0,1,ANDERSON (1),0,NOT APPLICABLE,36.1272,-84.22236944,1,State Highway,SR-116 BRICEVILLE HWY,Major Collector,Embankment,Dark - Not Lighted,Clear
470066,2020,2020,2,3,14,57,37,DAVIDSON (37),1760,NASHVILLE,36.18003056,-86.80950833,1,Local Street - Municipality,BUCHANAN ST,Major Collector,Motor Vehicle In-Transport,Daylight,Clear
470067,2020,2020,2,2,23,1,163,SULLIVAN (163),1280,KINGSPORT,36.558825,-82.57121944,1,U.S. Highway,US-11W SR-1 W STONE DR,Principal Arterial - Other,Non-Motorist on Personal Conveyance,Dark - Lighted,Clear
470068,2020,2020,1,31,19,46,125,MONTGOMERY (125),410,CLARKSVILLE,36.63195,-87.4079,1,State Highway,SR-236 TINY TOWN RD,Minor Arterial,Pedestrian,Dark - Not Lighted,Clear
470069,2020,2020,1,31,7,50,183,WEAKLEY (183),0,NOT APPLICABLE,36.35746944,-88.71288889,1,State Highway,SR-118,Major Collector,Mail Box,Daylight,Rain
470070,2020,2020,1,30,7,18,37,DAVIDSON (37),1760,NASHVILLE,36.06509722,-86.62735833,1,Local Street - Municipality,HAMILTON CHURCH RD,Major Collector,Curb,Daylight,Cloudy
470071,2020,2020,2,4,9,8,37,DAVIDSON (37),1760,NASHVILLE,36.27505,-86.76468056,1,State Highway,SR-45 OLD HICKORY BLVD,Principal Arterial - Other,Motor Vehicle In-Transport,Daylight,Rain
470072,2020,2020,2,4,8,12,105,LOUDON (105),0,NOT APPLICABLE,35.87376389,-84.32158889,1,Interstate,I-40,Interstate,Embankment,Daylight,Rain
470073,2020,2020,2,2,18,32,125,MONTGOMERY (125),410,CLARKSVILLE,36.58964167,-87.29259444,1,U.S. Highway,US-79 SR-13 WILMA RUDOLPH BLVD,Principal Arterial - Other,Motor Vehicle In-Transport,Dark - Lighted,Clear
470074,2020,2020,2,3,0,13,105,LOUDON (105),0,NOT APPLICABLE,35.86986667,-84.25695556,1,Interstate,I-40,Interstate,Pedestrian,Dark - Not Lighted,Clear
470075,2020,2020,2,6,9,2,163,SULLIVAN (163),250,BLUFF CITY,36.48745,-82.1451,1,County Road,CR-FLATWOODS RD,Local,Rollover/Overturn,Daylight,Rain
470076,2020,2020,1,30,13,50,57,GRAINGER (57),0,NOT APPLICABLE,36.28354722,-83.47774722,1,County Road,CR-ROCKY BRANCH RD,Minor Collector,Embankment,Daylight,Clear
470077,2020,2020,2,4,20,15,107,MCMINN (107),0,NOT APPLICABLE,35.61961111,-84.61322222,1,State Highway,SR-68,Minor Arterial,Motor Vehicle In-Transport,Dark - Not Lighted,Rain
470078,2020,2020,2,5,8,20,109,MCNAIRY (109),0,NOT APPLICABLE,35.13904167,-88.50216389,1,County Road,CR-PLEASANT SITE RD,Minor Collector,Motor Vehicle In-Transport,Daylight,Rain
470079,2020,2020,2,6,14,14,93,KNOX (93),1300,KNOXVILLE,35.97565,-83.99896667,1,State Highway,SR-62 WESTERN AVE,Principal Arterial - Other,Motor Vehicle In-Transport,Daylight,Rain
470081,2020,2020,1,30,5,35,79,HENRY (79),0,NOT APPLICABLE,36.30938611,-88.27168056,1,County Road,CR-FAIRGROUNDS RD,Local,Tree (Standing Only),Dawn,Cloudy
470082,2020,2020,2,6,16,50,181,WAYNE (181),0,NOT APPLICABLE,35.35051944,-87.83295,1,County Road,CR-CLIFTON TURNPIKE,Minor Collector,Tree (Standing Only),Daylight,Rain
470084,2020,2020,1,30,15,25,69,HARDEMAN (69),0,NOT APPLICABLE,35.33445278,-88.92285556,1,County Road,CR-PINE TOP RD,Minor Collector,Tree (Standing Only),Daylight,Clear
470085,2020,2020,2,6,23,26,171,UNICOI (171),2477,UNICOI,36.2459,-82.32276111,1,Local Street - Municipality,UNICOI DR,Major Collector,Bridge Rail (Includes parapet),Dark - Not Lighted,Rain
470086,2020,2020,2,8,23,20,111,MACON (111),0,NOT APPLICABLE,36.51816111,-86.12813889,3,State Highway,SR-52,Principal Arterial - Other,Motor Vehicle In-Transport,Dark - Not Lighted,Clear
470087,2020,2020,2,5,11,13,37,DAVIDSON (37),1760,NASHVILLE,36.26261944,-86.77591111,1,Local Street - Municipality,BRICK CHURCH PK,Minor Arterial,Motor Vehicle In-Transport,Daylight,Rain
470088,2020,2020,2,6,99,99,37,DAVIDSON (37),1760,NASHVILLE,36.15466944,-86.75951944,1,Interstate,I-40,Interstate,Pedestrian,Reported as Unknown,Reported as Unknown
470089,2020,2020,1,16,12,15,77,HENDERSON (77),0,NOT APPLICABLE,35.71333611,-88.54766111,1,County Road,CR-POPLAR SPRINGS JUNO RD,Local,Embankment,Daylight,Clear
470090,2020,2020,2,7,11,20,125,MONTGOMERY (125),410,CLARKSVILLE,36.51370833,-87.29313333,1,U.S. Highway,US-41A SR-112 MADISON ST,Minor Arterial,Motor Vehicle In-Transport,Daylight,Cloudy
470091,2020,2020,2,8,18,48,157,SHELBY (157),1620,MEMPHIS,35.17200556,-90.01440278,1,Local Street - Municipality,CHELSEA AVE,Minor Arterial,Pedestrian,Dark - Lighted,Clear
470092,2020,2020,2,7,21,29,157,SHELBY (157),1620,MEMPHIS,35.17603611,-89.89699722,1,State Highway,SR-204 COVINGTON PK,Principal Arterial - Other,Motor Vehicle In-Transport,Dark - Lighted,Clear
470093,2020,2020,2,7,18,0,147,ROBERTSON (147),0,NOT APPLICABLE,36.60521667,-86.583925,3,Interstate,I-65,Interstate,Motor Vehicle In-Transport,Dusk,Clear
470094,2020,2020,2,10,22,45,157,SHELBY (157),1620,MEMPHIS,35.06008889,-90.00683611,1,Local Street - Municipality,MILLBRANCH RD,Minor Arterial,Pedestrian,Dark - Lighted,Rain
470095,2020,2020,2,8,21,59,157,SHELBY (157),1620,MEMPHIS,35.02064167,-89.93688056,1,State Highway,SR-175 E SHELBY DR,Principal Arterial - Other,Pedestrian,Dark - Lighted,Clear
470096,2020,2020,2,5,14,25,35,CUMBERLAND (35),0,NOT APPLICABLE,36.08653889,-85.22166111,1,Interstate,I-40,Interstate,Tree (Standing Only),Daylight,Rain
470097,2020,2020,2,3,17,59,149,RUTHERFORD (149),2250,SMYRNA,35.94705,-86.48778056,1,U.S. Highway,US-41/70S SR-1 S LOWRY ST,Principal Arterial - Other,Motor Vehicle In-Transport,Dark - Lighted,Cloudy
470098,2020,2020,2,4,16,16,117,MARSHALL (117),0,NOT APPLICABLE,35.44496111,-86.89116667,1,State Highway,SR-373 MOORESVILLE HWY,Major Collector,Motor Vehicle In-Transport,Daylight,Rain
470099,2020,2020,2,13,16,7,157,SHELBY (157),1620,MEMPHIS,35.02103889,-89.99611389,1,State Highway,SR-175 E SHELBY DR,Principal Arterial - Other,Motor Vehicle In-Transport,Daylight,Clear
470100,2020,2020,2,14,5,11,157,SHELBY (157),1620,MEMPHIS,35.12351111,-89.98033056,2,State Highway,SR-277 E PARKWAY S,Principal Arterial - Other,Motor Vehicle In-Transport,Dark - Lighted,Clear
470101,2020,2020,2,15,11,49,145,ROANE (145),0,NOT APPLICABLE,35.90380833,-84.62844722,1,Interstate,I-40,Interstate,Guardrail Face,Daylight,Clear
470102,2020,2020,2,12,9,51,169,TROUSDALE (169),0,NOT APPLICABLE,36.39046667,-86.13646667,2,State Highway,SR-10,Minor Arterial,Motor Vehicle In-Transport,Daylight,Rain
470103,2020,2020,2,14,18,15,187,WILLIAMSON (187),2350,SPRING HILL,35.74953889,-86.86448889,1,State Highway,SR-247 DUPLEX RD,Major Collector,Culvert,Dark - Not Lighted,Clear
470104,2020,2020,2,17,12,33,157,SHELBY (157),1620,MEMPHIS,35.08157778,-89.95716667,1,U.S. Highway,US-78 SR-4 LAMAR AVE,Principal Arterial - Other,Motor Vehicle In-Transport,Daylight,Cloudy
470105,2020,2020,2,14,11,42,75,HAYWOOD (75),0,NOT APPLICABLE,35.40743889,-89.38757222,3,Interstate,I-40,Interstate,Motor Vehicle In-Transport,Daylight,Clear
470106,2020,2020,2,17,22,47,93,KNOX (93),1300,KNOXVILLE,35.937925,-83.908125,1,U.S. Highway,US-441 SR-71 CHAPMAN HWY,Principal Arterial - Other,Pedestrian,Dark - Lighted,Clear
470107,2020,2020,2,10,23,36,187,WILLIAMSON (187),0,NOT APPLICABLE,35.85636944,-86.83211944,1,Interstate,I-65,Interstate,Motor Vehicle In-Transport,Dark - Lighted,Rain
470108,2020,2020,2,21,14,41,157,SHELBY (157),1620,MEMPHIS,35.02091667,-90.08122222,1,State Highway,SR-175 SHELBY DR,Minor Arterial,Motor Vehicle In-Transport,Daylight,Clear
470109,2020,2020,2,20,23,21,65,HAMILTON (65),400,CHATTANOOGA,35.01171389,-85.22917778,2,Local Street - Municipality,S MOORE RD,Minor Arterial,Motor Vehicle In-Transport,Dark - Lighted,Clear
470110,2020,2020,2,9,17,10,163,SULLIVAN (163),0,NOT APPLICABLE,36.4598,-82.60681944,2,State Highway,SR-93 SULLIVAN GARDENS PKWY,Principal Arterial - Other,Ditch,Daylight,Clear
470111,2020,2020,2,5,22,2,79,HENRY (79),0,NOT APPLICABLE,36.21391944,-88.39912222,1,U.S. Highway,US-79 SR-76 AUSTIN PEAY MEMORI,Principal Arterial - Other,Pedestrian,Dark - Not Lighted,Clear
470112,2020,2020,2,12,6,37,113,MADISON (113),0,NOT APPLICABLE,35.72011389,-88.62806111,4,Interstate,I-40,Interstate,Motor Vehicle In-Transport,Dawn,Rain
470113,2020,2020,2,16,23,0,19,CARTER (19),0,NOT APPLICABLE,36.24554444,-82.19332222,1,U.S. Highway,US-19E SR-37,Minor Arterial,Motor Vehicle In-Transport,Dark - Not Lighted,Clear
470114,2020,2020,2,22,23,13,65,HAMILTON (65),400,CHATTANOOGA,34.99253056,-85.31764722,1,Local Street - Municipality,CENTRAL AVE,Major Collector,Utility Pole/Light Support,Dark - Lighted,Clear
470115,2020,2020,2,16,4,44,19,CARTER (19),0,NOT APPLICABLE,36.17796111,-82.01221111,1,U.S. Highway,US-19E SR-37 VETERANS MEMORIAL,Minor Arterial,Embankment,Dark - Not Lighted,Clear
470116,2020,2020,2,22,22,51,147,ROBERTSON (147),2340,SPRINGFIELD,36.5055,-86.88751944,1,Local Street - Municipality,CHEATHAM ST,Local,Railway Vehicle,Dark - Lighted,Clear
470117,2020,2020,2,19,11,15,107,MCMINN (107),0,NOT APPLICABLE,35.48388611,-84.70338056,1,State Highway,SR-30,Minor Arterial,Motor Vehicle In-Transport,Daylight,Clear
470118,2020,2020,2,21,0,5,157,SHELBY (157),0,NOT APPLICABLE,35.28945278,-89.97213056,2,County Road,CR-RALEIGH LAGRANGE RD,Local,Culvert,Dark - Not Lighted,Clear
470119,2020,2020,2,23,21,35,65,HAMILTON (65),400,CHATTANOOGA,35.00866111,-85.23771111,1,Interstate,I-24,Interstate,Motor Vehicle In-Transport,Dark - Lighted,Clear
470120,2020,2020,2,24,6,11,157,SHELBY (157),1620,MEMPHIS,35.16818056,-89.86513333,1,Local Street - Municipality,SYCAMORE VIEW RD,Principal Arterial - Other,Pedestrian,Dark - Lighted,Rain
