case_id,year,year,month,day,hour,minute,county,county_name,city,city_name,latitude,longitude,fatalities,route_type,roadway,functional_system,first_harmful_event,lighting,weather
470736,2016,2016,10,7,19,49,85,HUMPHREYS (85),0,NOT APPLICABLE,36.11841111,-87.81263056,1,County Road,CR-CLYDETON RD,Minor Collector,Motor Vehicle In-Transport,Dark - Not Lighted,Clear
470737,2016,2016,10,8,1,55,65,HAMILTON (65),400,CHATTANOOGA,35.04763889,-85.24596944,1,Local Street - Municipality,WILCOX BLVD,Minor Arterial,Utility Pole/Light Support,Dark - Lighted,Clear
470738,2016,2016,10,11,9,28,125,MONTGOMERY (125),0,NOT APPLICABLE,36.53971944,-87.17363056,1,State Highway,SR-76,Minor Arterial,Motor Vehicle In-Transport,Daylight,Cloudy
470739,2016,2016,10,5,15,50,111,MACON (111),1310,LAFAYETTE,36.51823056,-86.01965,1,State Highway,SR-52 HWY 52 BYPASS E.,Principal Arterial - Other,Motor Vehicle In-Transport,Daylight,Clear
470740,2016,2016,8,26,23,27,9,BLOUNT (9),0,NOT APPLICABLE,35.57318889,-84.00292222,1,Other,FOOTHILLS PKWY,Local,Pedestrian,Not Reported,Not Reported
470741,2016,2016,10,17,11,37,37,DAVIDSON (37),1760,NASHVILLE,36.06701111,-86.72501944,1,Local Street - Municipality,NORTHCREST DR,Local,Tree (Standing Only),Daylight,Clear
470742,2016,2016,10,12,2,18,115,MARION (115),2590,WHITWELL,35.1932,-85.51958889,1,State Highway,SR-28,Principal Arterial - Other,Utility Pole/Light Support,Dark - Not Lighted,Clear
470743,2016,2016,10,15,20,43,157,SHELBY (157),1620,MEMPHIS,35.08130833,-89.87646667,1,State Highway,SR-385 BILL MORRIS PKWY,Principal Arterial - Other Freeways and Expressways,Fell/Jumped from Vehicle,Dark - Lighted,Clear
470744,2016,2016,10,7,1,4,157,SHELBY (157),1620,MEMPHIS,35.04794167,-89.92133056,1,U.S. Highway,US-78 SR-4 LAMAR AVE,Principal Arterial - Other,Pedalcyclist,Dark - Not Lighted,Clear
470745,2016,2016,10,5,11,51,149,RUTHERFORD (149),1750,MURFREESBORO,35.85736111,-86.50351111,1,Local Street - Municipality,VETERANS PKWY,Minor Arterial,Motor Vehicle In-Transport,Daylight,Clear
470746,2016,2016,10,15,12,35,107,MCMINN (107),0,NOT APPLICABLE,35.44238889,-84.67263056,1,Interstate,I-75,Interstate,Motor Vehicle In-Transport,Daylight,Clear
470747,2016,2016,9,20,21,10,149,RUTHERFORD (149),1750,MURFREESBORO,35.81941111,-86.39548889,1,U.S. Highway,US-231 SR-10 S. CHURCH ST,Principal Arterial - Other,Motor Vehicle In-Transport,Dark - Lighted,Clear
470748,2016,2016,10,19,18,23,133,OVERTON (133),0,NOT APPLICABLE,36.24231111,-85.3968,1,State Highway,SR-111 COOKEVILLE HWY,Principal Arterial - Other,Motor Vehicle In-Transport,Dark - Not Lighted,Clear
470749,2016,2016,10,16,4,21,37,DAVIDSON (37),1760,NASHVILLE,36.05368056,-86.77551944,1,Interstate,I-65,Interstate,Rollover/Overturn,Dark - Not Lighted,Clear
470750,2016,2016,10,19,14,40,37,DAVIDSON (37),1760,NASHVILLE,36.05983056,-86.62303056,1,U.S. Highway,US-41/70S SR-1 MURFREESBORO RD,Principal Arterial - Other,Pedalcyclist,Daylight,Clear
470751,2016,2016,10,9,5,32,69,HARDEMAN (69),0,NOT APPLICABLE,35.4244,-89.01838889,1,State Highway,SR-138,Major Collector,Guardrail End,Daylight,Clear
470752,2016,2016,10,14,16,0,35,CUMBERLAND (35),0,NOT APPLICABLE,35.8997,-84.79448889,1,Interstate,I-40,Interstate,Cable Barrier,Daylight,Clear
470753,2016,2016,10,22,20,6,147,ROBERTSON (147),2340,SPRINGFIELD,36.46689722,-86.89041667,1,Local Street - Municipality,WILLIAM A BATSON PKWY,Major Collector,Concrete Traffic Barrier,Dark - Lighted,Clear
470754,2016,2016,10,15,13,28,165,SUMNER (165),1085,HENDERSONVILLE,36.265,-86.6141,1,Local Street - Municipality,DONMOND DR,Local,Pedestrian,Daylight,Clear
470755,2016,2016,10,22,15,48,37,DAVIDSON (37),1760,NASHVILLE,36.12706944,-86.72778889,2,Interstate,I-440 RAMP,Interstate,Fell/Jumped from Vehicle,Daylight,Clear
470756,2016,2016,10,15,10,0,9,BLOUNT (9),0,NOT APPLICABLE,35.4981,-83.93528056,1,U.S. Highway,US-129 SR-115,Minor Arterial,Motor Vehicle In-Transport,Daylight,Clear
470757,2016,2016,10,15,2,4,65,HAMILTON (65),400,CHATTANOOGA,35.03363889,-85.18038056,1,U.S. Highway,US-11/64 SR-2 LEE HWY,Principal Arterial - Other,Other Fixed Object,Dark - Not Lighted,Clear
470758,2016,2016,10,13,19,55,93,KNOX (93),1973,POWELL,35.98276111,-84.13093889,1,Local Street - Municipality,KARNES VALLEY RD,Minor Arterial,Motor Vehicle In-Transport,Dark - Not Lighted,Clear
470759,2016,2016,10,20,16,1,149,RUTHERFORD (149),0,NOT APPLICABLE,35.69876111,-86.3577,1,County Road,CR-CHRISTIANA HOOVERS GAP RD,Major Collector,Motor Vehicle In-Transport,Daylight,Rain
470760,2016,2016,9,13,10,38,187,WILLIAMSON (187),850,FRANKLIN,35.90693056,-86.84431944,1,U.S. Highway,US-31TR SR-397 MACK HATCHER ME,Principal Arterial - Other,Motor Vehicle In-Transport,Daylight,Clear
470761,2016,2016,7,7,18,15,157,SHELBY (157),0,NOT APPLICABLE,35.10033333,-89.65781944,1,County Road,CR-COLLIERVILLE-ARLINGTON RD,Minor Arterial,Cable Barrier,Daylight,Clear
470762,2016,2016,10,21,23,30,47,FAYETTE (47),1840,OAKLAND,35.21606944,-89.51758056,1,State Highway,SR-194 OAKLAND DR,Major Collector,Culvert,Dark - Not Lighted,Clear
470763,2016,2016,9,9,23,12,151,SCOTT (151),1880,ONEIDA,36.50006111,-84.53738889,1,Local Street - Municipality,OLD O AND W RD,Local,Tree (Standing Only),Dark - Not Lighted,Clear
470764,2016,2016,10,8,16,6,47,FAYETTE (47),0,NOT APPLICABLE,35.05298056,-89.44078056,1,State Highway,SR-57,Minor Arterial,Motor Vehicle In-Transport,Daylight,Clear
470765,2016,2016,10,27,0,16,11,BRADLEY (11),0,NOT APPLICABLE,35.1131,-85.00311944,1,County Road,CR-BANCROFT RD,Minor Collector,Culvert,Dark - Not Lighted,Clear
470766,2016,2016,10,22,19,58,31,COFFEE (31),0,NOT APPLICABLE,35.38121944,-85.9798,1,Interstate,I-24,Interstate,Motor Vehicle In-Transport,Dark - Not Lighted,Clear
470767,2016,2016,10,22,11,45,167,TIPTON (167),0,NOT APPLICABLE,35.43738889,-89.74426944,1,State Highway,SR-206 ATOKA-IDAVILLE RD,Major Collector,Ditch,Daylight,Clear
470768,2016,2016,10,28,21,5,157,SHELBY (157),1620,MEMPHIS,35.11423889,-89.99783056,1,U.S. Highway,US-78 SR-4 LAMAR AVE,Principal Arterial - Other,Motor Vehicle In-Transport,Dark - Lighted,Clear
470769,2016,2016,10,30,15,0,29,COCKE (29),1780,NEWPORT,35.97048889,-83.20788056,1,U.S. Highway,US-25/70 SR-9 W BROADWAY,Principal Arterial - Other,Motor Vehicle In-Transport,Daylight,Clear
470770,2016,2016,10,23,1,20,125,MONTGOMERY (125),410,CLARKSVILLE,36.57747222,-87.31512778,2,State Highway,SR-48 TRENTON RD,Minor Arterial,Motor Vehicle In-Transport,Dark - Lighted,Clear
470771,2016,2016,10,28,9,20,177,WARREN (177),0,NOT APPLICABLE,35.72081389,-85.69058889,1,U.S. Highway,US-70S SR-1 SPARTA HWY,Principal Arterial - Other,Motor Vehicle In-Transport,Daylight,"Fog, Smog, Smoke"
470772,2016,2016,10,19,19,49,93,KNOX (93),0,NOT APPLICABLE,35.97758889,-84.14888056,1,State Highway,SR-62 OAK RIDGE HWY,Principal Arterial - Other,Rollover/Overturn,Dark - Not Lighted,Cloudy
470773,2016,2016,10,31,6,53,157,SHELBY (157),1620,MEMPHIS,35.19158056,-89.97083889,1,Interstate,I-40,Interstate,Pedestrian,Dawn,Clear
470774,2016,2016,10,15,4,3,21,CHEATHAM (21),1965,PLEASANT VIEW,36.41441944,-87.05328056,1,U.S. Highway,US-41A SR-112,Major Collector,Pedestrian,Dark - Unknown Lighting,Unknown
470775,2016,2016,10,19,17,9,147,ROBERTSON (147),2565,WHITE HOUSE,36.47716111,-86.67878056,1,Interstate,I-65,Interstate,Rollover/Overturn,Daylight,Clear
470776,2016,2016,10,31,18,48,157,SHELBY (157),1620,MEMPHIS,35.10782222,-90.06609722,1,Local Street - Municipality,SOUTH PKWY W,Minor Arterial,Pedestrian,Dark - Lighted,Clear
470777,2016,2016,10,29,16,20,157,SHELBY (157),1620,MEMPHIS,35.19439167,-89.92464444,1,Local Street - Municipality,PALM AVE,Local,Curb,Daylight,Clear
470778,2016,2016,10,24,8,20,187,WILLIAMSON (187),0,NOT APPLICABLE,35.84801944,-86.6966,1,Interstate,I-840,Interstate,Culvert,Daylight,Clear
470779,2016,2016,9,8,10,47,125,MONTGOMERY (125),410,CLARKSVILLE,36.55033333,-87.24480833,1,Interstate,I-24,Interstate,Rollover/Overturn,Daylight,Clear
470780,2016,2016,10,24,9,55,155,SEVIER (155),0,NOT APPLICABLE,35.8906,-83.7252,2,State Highway,SR-338 BOYDS CREEK HWY,Minor Arterial,Embankment,Daylight,Clear
470781,2016,2016,10,30,17,25,187,WILLIAMSON (187),850,FRANKLIN,35.93768056,-86.82088056,1,Local Street - Municipality,SPRING CREEK DR,Local,Motor Vehicle In-Transport,Daylight,Clear
470782,2016,2016,11,1,15,25,179,WASHINGTON (179),985,GRAY,36.41453889,-82.38525278,1,County Road,CR-PICKENS BRIDGE RD,Minor Collector,Ditch,Daylight,Clear
470783,2016,2016,11,2,17,5,9,BLOUNT (9),1570,MARYVILLE,35.75923889,-84.01058889,1,Local Street - Municipality,ROBERT C. JACKSON DR,Minor Arterial,Motor Vehicle In-Transport,Daylight,Clear
470786,2016,2016,10,23,9,13,25,CLAIBORNE (25),0,NOT APPLICABLE,36.4762,-83.5978,1,County Road,CR-DOGWOOD RD,Minor Collector,Tree (Standing Only),Daylight,Clear
470787,2016,2016,10,31,16,20,67,HANCOCK (67),0,NOT APPLICABLE,36.53811944,-83.14945,1,County Road,CR-ROBERTS RD,Local,Rollover/Overturn,Daylight,Clear
470788,2016,2016,11,2,7,30,59,GREENE (59),0,NOT APPLICABLE,36.10523056,-82.86888056,1,State Highway,SR-70 ASHEVILLE HWY,Minor Arterial,Motor Vehicle In-Transport,Daylight,Clear
470789,2016,2016,9,24,18,30,47,FAYETTE (47),0,NOT APPLICABLE,35.2533,-89.51958889,1,County Road,CR-WIRT RD,Local,Embankment,Daylight,Clear
470790,2016,2016,11,1,5,44,107,MCMINN (107),0,NOT APPLICABLE,35.54721111,-84.56611111,1,Interstate,I-75,Interstate,Guardrail End,Dark - Not Lighted,Clear
470792,2016,2016,11,3,8,12,93,KNOX (93),0,NOT APPLICABLE,36.03036944,-83.73028056,1,U.S. Highway,US-11E SR-34 ANDREW JOHNSON HW,Minor Arterial,Motor Vehicle In-Transport,Daylight,Cloudy
470793,2016,2016,10,26,13,25,45,DYER (45),0,NOT APPLICABLE,35.9754,-89.3779,1,State Highway,SR-210 OLD SR-20,Major Collector,Rollover/Overturn,Daylight,Clear
470794,2016,2016,11,5,6,20,77,HENDERSON (77),0,NOT APPLICABLE,35.54293889,-88.2438,1,State Highway,SR-114/201 MIDDLEBURG RD,Major Collector,Tree (Standing Only),Dark - Not Lighted,Clear
470796,2016,2016,10,25,9,58,107,MCMINN (107),0,NOT APPLICABLE,35.53598889,-84.61378889,1,County Road,CR-250,Minor Collector,Tree (Standing Only),Daylight,Clear
470797,2016,2016,11,3,9,9,15,CANNON (15),0,NOT APPLICABLE,35.76143889,-86.16721944,1,State Highway,SR-64 BRADYVILLE,Major Collector,Ditch,Daylight,Clear
470798,2016,2016,10,29,5,55,97,LAUDERDALE (97),0,NOT APPLICABLE,35.80261944,-89.48908056,1,U.S. Highway,US-51 SR-3 JERE B. FORD HWY,Principal Arterial - Other,Rollover/Overturn,Dawn,Clear
470799,2016,2016,10,30,22,40,59,GREENE (59),0,NOT APPLICABLE,36.13381111,-82.88405,1,State Highway,SR-35 NEWPORT HWY,Minor Arterial,Motor Vehicle In-Transport,Dark - Not Lighted,Clear
470800,2016,2016,10,30,18,47,65,HAMILTON (65),400,CHATTANOOGA,35.034025,-85.31935,1,Interstate,I-24 US-27,Interstate,Motor Vehicle In-Transport,Dark - Lighted,Clear
470801,2016,2016,10,31,6,0,93,KNOX (93),0,NOT APPLICABLE,36.10618889,-83.90938889,1,State Highway,SR-33 MAYNARDVILLE PK,Principal Arterial - Other,Motor Vehicle In-Transport,Dark - Not Lighted,Clear
470802,2016,2016,11,7,13,25,73,HAWKINS (73),2368,SURGOINSVILLE,36.48388056,-82.83126944,1,State Highway,SR-346 E MAIN ST,Major Collector,Embankment,Daylight,Clear
470803,2016,2016,11,4,1,0,115,MARION (115),0,NOT APPLICABLE,35.0059,-85.52448056,1,Interstate,I-24,Interstate,Tree (Standing Only),Dark - Not Lighted,Clear
470804,2016,2016,10,11,17,47,9,BLOUNT (9),1570,MARYVILLE,35.75098611,-83.97978611,1,U.S. Highway,US-321 SR-73 W LAMAR ALEXANDER,Principal Arterial - Other,Motor Vehicle In-Transport,Daylight,Clear
470805,2016,2016,10,29,0,8,125,MONTGOMERY (125),410,CLARKSVILLE,36.633175,-87.42722222,1,State Highway,SR-236 TINY TOWN RD,Minor Arterial,Mail Box,Dark - Lighted,Clear
470806,2016,2016,10,31,4,49,93,KNOX (93),0,NOT APPLICABLE,36.08271944,-83.82358056,1,County Road,CR-WASHINGTON PK,Minor Collector,Utility Pole/Light Support,Dark - Not Lighted,Clear
470807,2016,2016,11,8,16,52,125,MONTGOMERY (125),410,CLARKSVILLE,36.59535278,-87.27736667,1,Local Street - Municipality,ALFRED THUN RD,Local,Ditch,Daylight,Clear
470808,2016,2016,11,7,17,0,177,WARREN (177),0,NOT APPLICABLE,35.74253056,-85.78585,1,State Highway,SR-56 SMITHVILLE HWY,Minor Arterial,Motor Vehicle In-Transport,Dusk,Clear
470809,2016,2016,10,31,20,7,123,MONROE (123),0,NOT APPLICABLE,35.42763889,-84.21655,1,State Highway,SR-360,Major Collector,Rollover/Overturn,Dark - Not Lighted,Clear
470810,2016,2016,11,2,12,43,123,MONROE (123),0,NOT APPLICABLE,35.52688056,-84.24898056,1,County Road,CR-CORNTASSEL RD,Local,Ditch,Daylight,Clear
470811,2016,2016,10,27,18,30,55,GILES (55),0,NOT APPLICABLE,35.23951111,-87.04355,1,U.S. Highway,US-31 SR-7 COLUMBIA HWY,Minor Arterial,Curb,Dark - Not Lighted,Clear
470812,2016,2016,11,4,15,45,145,ROANE (145),0,NOT APPLICABLE,35.99866111,-84.37096111,1,County Road,CR-OLD HARRIMAN HWY,Minor Collector,Pedestrian,Daylight,Clear
470813,2016,2016,10,17,18,48,157,SHELBY (157),1620,MEMPHIS,35.04282222,-90.07327778,1,Local Street - Municipality,LEVI RD,Major Collector,Pedestrian,Dark - Lighted,Clear
470814,2016,2016,10,17,13,25,73,HAWKINS (73),0,NOT APPLICABLE,36.45916944,-82.94285,1,U.S. Highway,US-11W SR-1,Principal Arterial - Other,Motor Vehicle In-Transport,Daylight,Clear
470815,2016,2016,10,26,13,45,165,SUMNER (165),0,NOT APPLICABLE,36.39841944,-86.33551111,1,State Highway,SR-25,Minor Arterial,Ditch,Daylight,Clear
470817,2016,2016,11,10,6,30,77,HENDERSON (77),0,NOT APPLICABLE,35.81735,-88.2355,1,Interstate,I-40,Interstate,Embankment,Dawn,Clear
470818,2016,2016,11,10,14,2,93,KNOX (93),0,NOT APPLICABLE,36.04228889,-84.0091,1,State Highway,SR-131 W EMORY RD,Minor Arterial,Motor Vehicle In-Transport,Daylight,Clear
470819,2016,2016,11,4,6,42,187,WILLIAMSON (187),0,NOT APPLICABLE,35.9043,-87.14988056,1,Interstate,I-840,Interstate,Motor Vehicle In-Transport,Dark - Not Lighted,Clear
470820,2016,2016,10,21,13,15,157,SHELBY (157),1620,MEMPHIS,35.05566111,-90.07184722,1,Local Street - Municipality,MITCHELL RD,Minor Arterial,Motor Vehicle In-Transport,Daylight,Clear
470821,2016,2016,10,26,4,48,165,SUMNER (165),1648,MILLERSVILLE,36.37676944,-86.71288056,1,Interstate,I-65,Interstate,Motor Vehicle In-Transport,Dark - Not Lighted,Clear
470822,2016,2016,11,1,8,0,157,SHELBY (157),1620,MEMPHIS,34.99785278,-89.88086667,1,U.S. Highway,US-78 SR-4 LAMAR AVE,Principal Arterial - Other,Motor Vehicle In-Transport,Daylight,Clear
470823,2016,2016,11,3,9,40,185,WHITE (185),2310,SPARTA,35.90793889,-85.47223889,1,U.S. Highway,US-70S SR-111 SPENCER HWY,Principal Arterial - Other,Motor Vehicle In-Transport,Daylight,Clear
470824,2016,2016,11,3,15,30,35,CUMBERLAND (35),533,CRAB ORCHARD,35.92336111,-84.91156111,1,Interstate,I-40,Interstate,Tree (Standing Only),Daylight,Clear
470825,2016,2016,10,30,1,58,59,GREENE (59),0,NOT APPLICABLE,36.23686944,-83.06911111,1,U.S. Highway,US-11E SR-34 W ANDREW JOHNSON,Minor Arterial,Culvert,Dark - Not Lighted,Clear
470826,2016,2016,11,5,7,28,157,SHELBY (157),1620,MEMPHIS,35.06087222,-89.9972,1,Local Street - Municipality,BROOKS RD,Principal Arterial - Other,Motor Vehicle In-Transport,Daylight,Clear
470827,2016,2016,11,10,11,2,59,GREENE (59),0,NOT APPLICABLE,36.29293889,-82.93823889,1,State Highway,SR-70 LONESOME PINE TR,Minor Arterial,Embankment,Daylight,Clear
470828,2016,2016,11,5,3,29,77,HENDERSON (77),1911,Parkers Crossroads,35.78841944,-88.39555,1,Interstate,I-40,Interstate,Motor Vehicle In-Transport,Dark - Lighted,Clear
470829,2016,2016,11,14,16,38,93,KNOX (93),1300,KNOXVILLE,35.92738889,-84.05888611,1,Local Street - Municipality,WALKER SPRING RD,Minor Arterial,Motor Vehicle In-Transport,Daylight,Clear
470830,2016,2016,11,11,21,59,41,DEKALB (41),1400,LIBERTY,36.00675,-85.97223889,1,U.S. Highway,US-70 SR-26 NASHVILLE HWY,Minor Arterial,Guardrail Face,Dark - Not Lighted,Clear
470831,2016,2016,11,11,10,0,63,HAMBLEN (63),1700,MORRISTOWN,36.19488889,-83.35315,1,U.S. Highway,US-11E SR-34 W ANDREW JOHNSON,Principal Arterial - Other,Motor Vehicle In-Transport,Daylight,Clear
470832,2016,2016,11,7,11,37,189,WILSON (189),1360,LEBANON,36.16568056,-86.30578056,1,U.S. Highway,US-231 SR-10 MURFREESBORO RD,Principal Arterial - Other,Motor Vehicle In-Transport,Daylight,Clear
470833,2016,2016,11,4,99,99,123,MONROE (123),0,NOT APPLICABLE,35.54151944,-84.12183056,1,County Road,CR-CITICO RD,Minor Collector,Ditch,Dark - Not Lighted,Clear
470834,2016,2016,11,12,2,46,93,KNOX (93),0,NOT APPLICABLE,35.98393056,-83.80443056,1,County Road,CR-STRAWBERRY PLAINS PK,Minor Arterial,Ditch,Dark - Not Lighted,Clear
470835,2016,2016,11,7,16,14,93,KNOX (93),0,NOT APPLICABLE,35.89676944,-84.07116111,1,County Road,CR-EBENEZER RD,Minor Arterial,Bridge Pier or Support,Daylight,Clear
470836,2016,2016,11,15,17,42,187,WILLIAMSON (187),0,NOT APPLICABLE,35.82803889,-86.83465,1,Interstate,I-65,Interstate,Motor Vehicle In-Transport,Dark - Not Lighted,Clear
470837,2016,2016,11,17,11,44,157,SHELBY (157),1620,MEMPHIS,35.15821389,-89.95332778,1,Local Street - Municipality,HUDSON ST,Local,Motor Vehicle In-Transport,Daylight,Clear
470838,2016,2016,11,9,6,55,131,OBION (131),0,NOT APPLICABLE,36.44363889,-89.01426111,1,U.S. Highway,US-51 SR-3,Principal Arterial - Other,Bridge Pier or Support,Daylight,Clear
470839,2016,2016,8,8,9,47,107,MCMINN (107),110,ATHENS,35.48048056,-84.59226944,1,U.S. Highway,US-11 SR-2 CONGRESS PKWY,Principal Arterial - Other,Motor Vehicle In-Transport,Daylight,Clear
470840,2016,2016,11,17,17,38,157,SHELBY (157),1620,MEMPHIS,35.05339722,-89.995825,1,Local Street - Municipality,WINCHESTER RD,Principal Arterial - Other,Pedestrian,Dark - Lighted,Clear
470841,2016,2016,11,19,14,10,73,HAWKINS (73),2368,SURGOINSVILLE,36.48101944,-82.86661111,1,Local Street - Municipality,ARNOLD RD,Local,Tree (Standing Only),Daylight,Clear
470842,2016,2016,11,16,18,15,25,CLAIBORNE (25),0,NOT APPLICABLE,36.42421944,-83.5243,1,U.S. Highway,US-25E SR-32,Principal Arterial - Other,Motor Vehicle In-Transport,Dark - Not Lighted,Clear
470843,2016,2016,11,18,6,50,149,RUTHERFORD (149),0,NOT APPLICABLE,35.81423056,-86.22048056,1,U.S. Highway,US-70S SR-1 JOHN BRAGG HWY,Principal Arterial - Other,Motor Vehicle In-Transport,Daylight,Clear
470844,2016,2016,11,13,18,34,43,DICKSON (43),0,NOT APPLICABLE,36.25141111,-87.33191111,1,County Road,CR-SLAYTON RD,Minor Collector,Motor Vehicle In-Transport,Dark - Not Lighted,Clear
470845,2016,2016,11,16,16,45,149,RUTHERFORD (149),0,NOT APPLICABLE,35.9663,-86.4488,1,Interstate,I-840,Interstate,Rollover/Overturn,Dusk,Clear
470846,2016,2016,11,9,7,32,143,RHEA (143),0,NOT APPLICABLE,35.50483889,-84.95141944,1,State Highway,SR-30,Minor Arterial,Embankment,Daylight,Clear
470847,2016,2016,11,9,13,56,93,KNOX (93),0,NOT APPLICABLE,36.08983333,-83.94543333,1,U.S. Highway,US-441 SR-71 NORRIS FRWY,Minor Arterial,Pedestrian,Daylight,Cloudy
470848,2016,2016,11,14,9,40,35,CUMBERLAND (35),0,NOT APPLICABLE,36.01813889,-85.00353889,1,County Road,CR-ELDRIDGE LOOP,Local,Fence,Daylight,Clear
470849,2016,2016,11,17,12,50,85,HUMPHREYS (85),2530,WAVERLY,36.11065,-87.783,1,State Highway,SR-13 N CHURCH ST,Minor Arterial,Motor Vehicle In-Transport,Daylight,Clear
470850,2016,2016,11,12,23,32,189,WILSON (189),0,NOT APPLICABLE,36.05801111,-86.14518889,1,State Highway,SR-267 STATESVILLE TD,Major Collector,Rollover/Overturn,Dark - Not Lighted,Clear
470851,2016,2016,11,18,19,50,157,SHELBY (157),1620,MEMPHIS,35.05434722,-89.90768333,1,Local Street - Municipality,PERKINS RD,Principal Arterial - Other,Motor Vehicle In-Transport,Dark - Lighted,Clear
470852,2016,2016,11,20,8,45,185,WHITE (185),667,DOYLE,35.84761944,-85.51353889,1,Local Street - Municipality,MCMINNVILLE HWY,Minor Collector,Parked Motor Vehicle,Daylight,Clear
470854,2016,2016,11,11,13,0,157,SHELBY (157),1620,MEMPHIS,35.19783889,-90.00390833,1,Local Street - Municipality,OVERTON CROSSING RD,Minor Arterial,Motor Vehicle In-Transport,Daylight,Clear
470855,2016,2016,11,12,22,30,47,FAYETTE (47),0,NOT APPLICABLE,35.374,-89.46153056,1,Interstate,I-40,Interstate,Rollover/Overturn,Dark - Not Lighted,Clear
470856,2016,2016,11,20,13,35,77,HENDERSON (77),0,NOT APPLICABLE,35.5713,-88.31603889,1,County Road,CR-SHADY HILL RD/EBENEZER RD,Minor Collector,Rollover/Overturn,Daylight,Clear
470857,2016,2016,11,21,13,50,37,DAVIDSON (37),1760,NASHVILLE,36.14293056,-86.70681111,1,Interstate,I-40,Interstate,Pedestrian,Daylight,Clear
470858,2016,2016,11,22,3,10,55,GILES (55),0,NOT APPLICABLE,35.1884,-86.87263056,1,Interstate,I-65,Interstate,Tree (Standing Only),Dark - Not Lighted,Clear
470859,2016,2016,8,13,16,30,115,MARION (115),1777,NEW HOPE,34.99621944,-85.62506944,1,State Highway,SR-156,Major Collector,Motor Vehicle In-Transport,Daylight,Clear
470860,2016,2016,11,11,20,0,65,HAMILTON (65),400,CHATTANOOGA,35.10776111,-85.23146111,1,Local Street - Municipality,N ACCESS RD,Minor Arterial,Motor Vehicle In-Transport,Dark - Lighted,Cloudy
470861,2016,2016,11,18,18,12,71,HARDIN (71),0,NOT APPLICABLE,35.12601111,-88.18578889,1,State Highway,SR-69,Minor Arterial,Rollover/Overturn,Dark - Not Lighted,Cloudy
470862,2016,2016,11,20,8,55,145,ROANE (145),2070,ROCKWOOD,35.86871111,-84.68281111,1,U.S. Highway,US-27/70 SR-1 N GATEWAY AVE,Principal Arterial - Other,Motor Vehicle In-Transport,Daylight,Clear
470863,2016,2016,11,21,22,29,43,DICKSON (43),640,DICKSON,36.02003056,-87.33253889,1,Interstate,I-40,Interstate,Motor Vehicle In-Transport,Dark - Lighted,Clear
470864,2016,2016,11,14,22,40,1,ANDERSON (1),0,NOT APPLICABLE,36.07845,-84.09995,1,County Road,CR-E WOLF VALLEY RD,Minor Collector,Fence,Dark - Not Lighted,Clear
470865,2016,2016,11,16,99,99,37,DAVIDSON (37),1760,NASHVILLE,36.20308889,-86.59161111,1,Local Street - Municipality,TULIP GROVE RD,Local,Rollover/Overturn,Dark - Lighted,Clear
470866,2016,2016,11,20,23,30,97,LAUDERDALE (97),0,NOT APPLICABLE,35.7644,-89.7785,1,State Highway,SR-19,Major Collector,Rollover/Overturn,Dark - Not Lighted,Clear
470867,2016,2016,11,16,6,53,65,HAMILTON (65),400,CHATTANOOGA,35.02361111,-85.3652,1,Local Street - Municipality,BROWNS FERRY RD,Minor Arterial,Pedalcyclist,Dawn,Clear
470868,2016,2016,11,24,18,50,71,HARDIN (71),0,NOT APPLICABLE,35.14318056,-88.25048889,1,State Highway,SR-128,Minor Arterial,Tree (Standing Only),Dark - Not Lighted,Clear
470869,2016,2016,11,25,2,59,161,STEWART (161),0,NOT APPLICABLE,36.43553056,-87.96938889,1,State Highway,SR-232,Major Collector,Tree (Standing Only),Dark - Not Lighted,Clear
470870,2016,2016,11,26,12,25,31,COFFEE (31),0,NOT APPLICABLE,35.52446111,-86.13716111,4,Interstate,I-24,Interstate,Tree (Standing Only),Daylight,Clear
470871,2016,2016,11,17,10,19,125,MONTGOMERY (125),410,CLARKSVILLE,36.52539722,-87.27876667,1,State Highway,SR-374 WARFIELD BLVD,Minor Arterial,Motor Vehicle In-Transport,Daylight,Clear
470872,2016,2016,11,18,0,0,37,DAVIDSON (37),1760,NASHVILLE,36.2065,-86.77641944,1,U.S. Highway,US-431 SR-65 W TRINITY LN,Principal Arterial - Other,Pedestrian,Dark - Lighted,Clear
470873,2016,2016,11,23,6,45,163,SULLIVAN (163),1280,KINGSPORT,36.50283333,-82.56206944,1,State Highway,SR-93 JOHN B DENNIS HWY,Principal Arterial - Other,Motor Vehicle In-Transport,Daylight,Clear
470874,2016,2016,11,17,13,15,89,JEFFERSON (89),0,NOT APPLICABLE,36.0191,-83.6109,1,U.S. Highway,US-25W/70 SR-9,Major Collector,Motor Vehicle In-Transport,Daylight,Clear
470875,2016,2016,11,28,6,25,149,RUTHERFORD (149),2250,SMYRNA,36.01073889,-86.49493889,1,Local Street - Municipality,WEAKLEY LN,Major Collector,Motor Vehicle In-Transport,Dawn,Clear
470876,2016,2016,11,18,16,0,35,CUMBERLAND (35),0,NOT APPLICABLE,36.03761944,-84.961,1,County Road,CR-N LAKE FRANCES RD,Local,Ditch,Daylight,Clear
470877,2016,2016,11,30,6,30,157,SHELBY (157),1620,MEMPHIS,35.11007778,-89.89500833,1,Local Street - Municipality,MT MORIAH RD,Minor Arterial,Pedestrian,Dark - Lighted,Clear
