mstrrecnbr,collision_ts,year,county,countystat,crash,crash_type,fatalities,non_motorists,commercial,fatal_c,nonmotor_c,truck_c,fatalc,serious_injuries,ped,bike,lighting,weather,first_harmful_event,latitude,longitude,in_city,src_layer
102041294,2018-06-12,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.93696,-86.78891,False,Crashes_2010_2019_MPO
101406283,2016-10-13,2016,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.93459,-86.81946,False,Crashes_2010_2019_MPO
101196515,2016-05-17,2016,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04007,-86.78265,False,Crashes_2010_2019_MPO
101725632,2017-08-09,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.92399,-86.79448,False,Crashes_2010_2019_MPO
102574627,2019-11-20,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.9478,-86.81111,False,Crashes_2010_2019_MPO
101441808,2016-11-16,2016,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03636,-86.8107,True,Crashes_2010_2019_MPO
101046102,2015-12-09,2015,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.97334,-86.83305,True,Crashes_2010_2019_MPO
101904076,2018-02-02,2018,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03997,-86.74281,False,Crashes_2010_2019_MPO
100584692,2014-07-18,2014,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03402,-86.78835,True,Crashes_2010_2019_MPO
101501649,2017-01-11,2017,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04094,-86.77342,False,Crashes_2010_2019_MPO
101299554,2016-07-20,2016,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04534,-86.71348,False,Crashes_2010_2019_MPO
102037548,2018-06-08,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.94782,-86.81975,False,Crashes_2010_2019_MPO
100479625,2014-03-28,2014,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.93557,-86.83926,False,Crashes_2010_2019_MPO
101064350,2015-12-21,2015,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.93215,-86.79441,False,Crashes_2010_2019_MPO
101968582,2018-04-06,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.94818,-86.80787,False,Crashes_2010_2019_MPO
100372704,2013-08-27,2013,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.92642,-86.82458,False,Crashes_2010_2019_MPO
100181365,2012-05-16,2012,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96312,-86.81899,True,Crashes_2010_2019_MPO
102014942,2018-05-18,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.98593,-86.80075,True,Crashes_2010_2019_MPO
100878978,2015-06-30,2015,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.97236,-86.83393,False,Crashes_2010_2019_MPO
101395765,2016-10-04,2016,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.92683,-86.82155,False,Crashes_2010_2019_MPO
102246485,2018-12-13,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.036,-86.78719,True,Crashes_2010_2019_MPO
101548960,2017-02-09,2017,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03765,-86.79357,False,Crashes_2010_2019_MPO
101179268,2016-04-22,2016,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04043,-86.76971,False,Crashes_2010_2019_MPO
101871069,2017-12-28,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03322,-86.78531,True,Crashes_2010_2019_MPO
102482648,2019-08-19,2019,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.0374,-86.78657,False,Crashes_2010_2019_MPO
102132562,2018-09-03,2018,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04245,-86.71294,False,Crashes_2010_2019_MPO
102321147,2019-03-04,2019,,94.0,,,0,0,Y,0.0,0.0,1.0,,,,,,,,35.93652,-86.83567,False,Crashes_2010_2019_MPO
100286310,2013-01-31,2013,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.9927,-86.70049,True,Crashes_2010_2019_MPO
101796207,2017-10-18,2017,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04516,-86.6996,False,Crashes_2010_2019_MPO
100185292,2012-05-26,2012,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.0307,-86.78481,True,Crashes_2010_2019_MPO
102235514,2018-12-04,2018,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04571,-86.7095,False,Crashes_2010_2019_MPO
102539988,2019-10-17,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.94612,-86.82346,False,Crashes_2010_2019_MPO
101735142,2017-08-19,2017,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04114,-86.77621,False,Crashes_2010_2019_MPO
100635160,2014-09-28,2014,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.0448,-86.72473,False,Crashes_2010_2019_MPO
102311139,2019-02-20,2019,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04803,-86.77634,False,Crashes_2010_2019_MPO
101995718,2018-04-30,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96891,-86.67779,False,Crashes_2010_2019_MPO
10417087,2011-03-14,2011,,19.0,,,0,0, ,0.0,0.0,0.0,,,,,,,,36.042055,-86.725771,False,Crashes_2010_2019_MPO
101315676,2016-07-29,2016,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.9982,-86.69175,False,Crashes_2010_2019_MPO
102597831,2019-12-14,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.92852,-86.75651,False,Crashes_2010_2019_MPO
101073325,2016-01-07,2016,,19.0,,,0,0,Y,0.0,0.0,1.0,,,,,,,,36.04537,-86.71326,False,Crashes_2010_2019_MPO
101359908,2016-09-13,2016,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03209,-86.75897,False,Crashes_2010_2019_MPO
100738480,2015-02-17,2015,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04896,-86.77587,False,Crashes_2010_2019_MPO
101478112,2016-12-15,2016,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.00102,-86.79408,True,Crashes_2010_2019_MPO
102013937,2018-05-17,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.0147,-86.72588,False,Crashes_2010_2019_MPO
102601858,2019-12-18,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.02914,-86.78377,True,Crashes_2010_2019_MPO
102456286,2019-07-24,2019,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04028,-86.76837,False,Crashes_2010_2019_MPO
101536575,2017-01-27,2017,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.0417,-86.74862,False,Crashes_2010_2019_MPO
101192487,2016-05-11,2016,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.0452,-86.71509,False,Crashes_2010_2019_MPO
101994512,2018-04-30,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.01286,-86.80081,True,Crashes_2010_2019_MPO
100654976,2014-10-17,2014,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.02722,-86.79212,True,Crashes_2010_2019_MPO
100468525,2014-03-26,2014,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96423,-86.78595,True,Crashes_2010_2019_MPO
101166545,2016-04-18,2016,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96518,-86.80029,True,Crashes_2010_2019_MPO
102099066,2018-08-05,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.93405,-86.81901,False,Crashes_2010_2019_MPO
101356595,2016-09-08,2016,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03775,-86.78478,False,Crashes_2010_2019_MPO
102362540,2019-04-16,2019,,94.0,,,0,0,Y,0.0,0.0,1.0,,,,,,,,36.04386,-86.85671,True,Crashes_2010_2019_MPO
100799813,2015-03-30,2015,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03842,-86.7837,False,Crashes_2010_2019_MPO
101720241,2017-08-02,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.99691,-86.79696,True,Crashes_2010_2019_MPO
101719402,2017-08-03,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.98452,-86.72493,True,Crashes_2010_2019_MPO
102197245,2018-11-01,2018,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.05327,-86.77554,False,Crashes_2010_2019_MPO
100925331,2015-08-18,2015,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.01125,-86.67955,False,Crashes_2010_2019_MPO
102014987,2018-05-18,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03318,-86.78282,True,Crashes_2010_2019_MPO
101130123,2016-03-08,2016,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04001,-86.74347,False,Crashes_2010_2019_MPO
101729807,2017-08-13,2017,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03819,-86.74008,False,Crashes_2010_2019_MPO
100546633,2014-06-03,2014,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.95647,-86.84398,False,Crashes_2010_2019_MPO
100659599,2014-10-24,2014,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.95723,-86.81662,False,Crashes_2010_2019_MPO
100467992,2014-03-24,2014,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.98306,-86.71974,True,Crashes_2010_2019_MPO
101482804,2016-12-20,2016,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96534,-86.83861,False,Crashes_2010_2019_MPO
102028396,2018-05-30,2018,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04155,-86.74732,False,Crashes_2010_2019_MPO
102590949,2019-12-07,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96085,-86.73857,True,Crashes_2010_2019_MPO
102475205,2019-08-12,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.01286,-86.80081,True,Crashes_2010_2019_MPO
102004114,2018-05-08,2018,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.02596,-86.7432,False,Crashes_2010_2019_MPO
101332733,2016-08-21,2016,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03452,-86.74355,False,Crashes_2010_2019_MPO
102014355,2018-05-18,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.93041,-86.81996,False,Crashes_2010_2019_MPO
102410756,2019-06-05,2019,,19.0,,,0,1,N,0.0,1.0,0.0,,,,,,,,36.04447,-86.6871,False,Crashes_2010_2019_MPO
100338733,2013-05-20,2013,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.93117,-86.79409,False,Crashes_2010_2019_MPO
101666632,2017-06-07,2017,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04125,-86.75019,False,Crashes_2010_2019_MPO
100982952,2015-10-21,2015,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.94137,-86.81621,False,Crashes_2010_2019_MPO
100756007,2015-03-03,2015,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03843,-86.78415,False,Crashes_2010_2019_MPO
100410747,2013-11-25,2013,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96512,-86.80035,True,Crashes_2010_2019_MPO
101891299,2018-01-19,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.92482,-86.87403,False,Crashes_2010_2019_MPO
101549154,2017-02-09,2017,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03853,-86.78336,False,Crashes_2010_2019_MPO
102512195,2019-09-17,2019,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.02548,-86.69631,False,Crashes_2010_2019_MPO
101480135,2016-12-16,2016,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96257,-86.8197,True,Crashes_2010_2019_MPO
100324619,2013-05-04,2013,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96846,-86.81002,True,Crashes_2010_2019_MPO
101440026,2016-11-14,2016,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04561,-86.71977,False,Crashes_2010_2019_MPO
100665483,2014-11-06,2014,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.0421,-86.78131,False,Crashes_2010_2019_MPO
102445130,2019-07-12,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.97716,-86.67813,False,Crashes_2010_2019_MPO
101455069,2016-11-19,2016,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.94622,-86.80876,False,Crashes_2010_2019_MPO
101318223,2016-08-01,2016,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96173,-86.80183,True,Crashes_2010_2019_MPO
102351967,2019-04-06,2019,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03899,-86.78258,False,Crashes_2010_2019_MPO
100409181,2013-11-21,2013,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.01391,-86.78524,True,Crashes_2010_2019_MPO
102201282,2018-11-05,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.93942,-86.82144,False,Crashes_2010_2019_MPO
101482007,2016-12-19,2016,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03899,-86.78258,False,Crashes_2010_2019_MPO
100856580,2015-06-06,2015,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.95651,-86.84888,False,Crashes_2010_2019_MPO
102212154,2018-11-14,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.97765,-86.77659,True,Crashes_2010_2019_MPO
100713013,2014-12-26,2014,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.97889,-86.81809,True,Crashes_2010_2019_MPO
101816127,2017-11-05,2017,,94.0,,,0,3,N,0.0,1.0,0.0,,,,,,,,35.92456,-86.87028,False,Crashes_2010_2019_MPO
101859420,2017-12-15,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.99563,-86.7974,True,Crashes_2010_2019_MPO
102038725,2018-06-10,2018,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.05411,-86.68286,False,Crashes_2010_2019_MPO
100270144,2012-12-22,2012,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.0011,-86.8311,False,Crashes_2010_2019_MPO
101486595,2016-12-24,2016,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04206,-86.78232,False,Crashes_2010_2019_MPO
100821225,2015-04-20,2015,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96498,-86.80263,True,Crashes_2010_2019_MPO
100358671,2013-07-18,2013,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.9261,-86.8714,False,Crashes_2010_2019_MPO
101615844,2017-04-14,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.0263,-86.79263,True,Crashes_2010_2019_MPO
100460230,2014-03-04,2014,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.94491,-86.80899,False,Crashes_2010_2019_MPO
102515239,2019-09-20,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.94095,-86.87938,False,Crashes_2010_2019_MPO
101822677,2017-11-11,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.92984,-86.86445,False,Crashes_2010_2019_MPO
102118531,2018-08-22,2018,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.01238,-86.70361,False,Crashes_2010_2019_MPO
100643672,2014-10-15,2014,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.9583,-86.80229,False,Crashes_2010_2019_MPO
101454259,2016-11-19,2016,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.92957,-86.84187,False,Crashes_2010_2019_MPO
101710107,2017-07-23,2017,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.0374,-86.78657,False,Crashes_2010_2019_MPO
101077386,2016-01-14,2016,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03899,-86.78258,False,Crashes_2010_2019_MPO
101276233,2016-06-30,2016,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.0339,-86.79497,True,Crashes_2010_2019_MPO
101068993,2015-12-28,2015,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.033373,-86.874402,False,Crashes_2010_2019_MPO
100251853,2012-11-12,2012,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96376,-86.81061,False,Crashes_2010_2019_MPO
100797786,2015-03-26,2015,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.94053,-86.83924,False,Crashes_2010_2019_MPO
101277217,2016-07-01,2016,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04114,-86.77621,False,Crashes_2010_2019_MPO
100999592,2015-10-30,2015,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.94612,-86.82346,False,Crashes_2010_2019_MPO
100390200,2013-10-11,2013,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.94663,-86.82381,False,Crashes_2010_2019_MPO
100185708,2012-05-28,2012,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.0026,-86.7923,True,Crashes_2010_2019_MPO
10390637,2012-11-02,2012,,19.0,,,0,0, ,0.0,0.0,0.0,,,,,,,,36.04472,-86.695892,False,Crashes_2010_2019_MPO
101038301,2015-11-28,2015,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04253,-86.78218,False,Crashes_2010_2019_MPO
100737260,2015-02-14,2015,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04067,-86.7432,False,Crashes_2010_2019_MPO
101713203,2017-07-27,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96475,-86.81434,False,Crashes_2010_2019_MPO
101000230,2015-10-30,2015,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.9261,-86.87322,False,Crashes_2010_2019_MPO
102186369,2018-10-23,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03689,-86.81684,True,Crashes_2010_2019_MPO
102449063,2019-07-16,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.94667,-86.82222,False,Crashes_2010_2019_MPO
101011209,2015-11-17,2015,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.94119,-86.81628,False,Crashes_2010_2019_MPO
101917654,2018-02-15,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.92304,-86.81684,False,Crashes_2010_2019_MPO
101552769,2017-02-12,2017,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.0457,-86.72079,False,Crashes_2010_2019_MPO
101838417,2017-11-25,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.94888,-86.81766,False,Crashes_2010_2019_MPO
101434180,2016-11-08,2016,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.0375,-86.78584,False,Crashes_2010_2019_MPO
100422047,2013-12-20,2013,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96551,-86.80825,False,Crashes_2010_2019_MPO
10737910,2013-11-05,2013,,19.0,,,0,0, ,0.0,0.0,0.0,,,,,,,,36.031979,-86.743892,False,Crashes_2010_2019_MPO
101533681,2017-01-24,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.0126,-86.78515,True,Crashes_2010_2019_MPO
102010290,2018-05-14,2018,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04423,-86.78094,False,Crashes_2010_2019_MPO
102194922,2018-10-26,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.9476,-86.81992,False,Crashes_2010_2019_MPO
100711312,2014-12-22,2014,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96122,-86.81175,False,Crashes_2010_2019_MPO
102132343,2018-09-03,2018,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.02586,-86.71566,False,Crashes_2010_2019_MPO
101711328,2017-07-25,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96173,-86.80183,True,Crashes_2010_2019_MPO
102511155,2019-09-16,2019,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.00324,-86.69149,False,Crashes_2010_2019_MPO
102109546,2018-08-14,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.93465,-86.86087,False,Crashes_2010_2019_MPO
101347141,2016-08-26,2016,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03802,-86.78422,False,Crashes_2010_2019_MPO
100369583,2013-08-20,2013,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96441,-86.8131,False,Crashes_2010_2019_MPO
100726009,2015-01-22,2015,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.97676,-86.76806,True,Crashes_2010_2019_MPO
101181140,2016-04-25,2016,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04032,-86.78089,False,Crashes_2010_2019_MPO
100509710,2014-05-16,2014,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.94766,-86.81973,False,Crashes_2010_2019_MPO
102298030,2019-02-05,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.95793,-86.80764,False,Crashes_2010_2019_MPO
100711308,2014-12-17,2014,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96382,-86.80841,False,Crashes_2010_2019_MPO
100972900,2015-10-03,2015,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.0409,-86.74369,False,Crashes_2010_2019_MPO
102378726,2019-05-03,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.99734,-86.79486,True,Crashes_2010_2019_MPO
101452462,2016-11-16,2016,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03319,-86.7876,True,Crashes_2010_2019_MPO
100970677,2015-10-01,2015,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04537,-86.71326,False,Crashes_2010_2019_MPO
101041247,2015-12-02,2015,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96691,-86.79393,True,Crashes_2010_2019_MPO
100234523,2012-10-04,2012,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.9386,-86.85798,False,Crashes_2010_2019_MPO
101039982,2015-11-30,2015,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.99648,-86.78841,True,Crashes_2010_2019_MPO
100655427,2014-10-17,2014,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04505,-86.8518,False,Crashes_2010_2019_MPO
102243022,2018-12-11,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.0118,-86.7851,True,Crashes_2010_2019_MPO
100340684,2013-06-10,2013,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.9434,-86.84419,False,Crashes_2010_2019_MPO
101072303,2016-01-05,2016,,94.0,,,0,0,Y,0.0,0.0,1.0,,,,,,,,35.92417,-86.82246,False,Crashes_2010_2019_MPO
101824959,2017-11-14,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.95799,-86.81042,False,Crashes_2010_2019_MPO
102125429,2018-08-28,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.94636,-86.80871,False,Crashes_2010_2019_MPO
101131155,2016-03-10,2016,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.9583,-86.8023,False,Crashes_2010_2019_MPO
101438308,2016-11-12,2016,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.95635,-86.81254,False,Crashes_2010_2019_MPO
101631891,2017-05-01,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.94871,-86.8638,False,Crashes_2010_2019_MPO
100592186,2014-08-06,2014,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.9541,-86.81547,False,Crashes_2010_2019_MPO
101230570,2016-05-23,2016,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96693,-86.81359,True,Crashes_2010_2019_MPO
102462225,2019-07-29,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.93228,-86.79432,False,Crashes_2010_2019_MPO
100856816,2015-06-07,2015,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.98532,-86.73074,True,Crashes_2010_2019_MPO
101683910,2017-06-26,2017,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.99687,-86.68989,False,Crashes_2010_2019_MPO
100680522,2014-11-14,2014,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.01098,-86.78494,True,Crashes_2010_2019_MPO
100834701,2015-05-15,2015,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.05106,-86.77516,False,Crashes_2010_2019_MPO
101662516,2017-05-29,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96133,-86.81226,False,Crashes_2010_2019_MPO
101427329,2016-10-31,2016,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.95672,-86.7674,True,Crashes_2010_2019_MPO
101554740,2017-02-14,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.94274,-86.80983,False,Crashes_2010_2019_MPO
101577006,2017-03-08,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.9263,-86.82308,False,Crashes_2010_2019_MPO
101841267,2017-11-27,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03322,-86.78324,True,Crashes_2010_2019_MPO
102001552,2018-05-04,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.94864,-86.85025,False,Crashes_2010_2019_MPO
102093966,2018-07-31,2018,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.00696,-86.70308,False,Crashes_2010_2019_MPO
100659975,2014-10-27,2014,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.98624,-86.73643,True,Crashes_2010_2019_MPO
101802556,2017-10-23,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.93097,-86.86361,False,Crashes_2010_2019_MPO
100848556,2015-05-22,2015,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.94221,-86.82094,False,Crashes_2010_2019_MPO
100878408,2015-06-29,2015,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.9337,-86.8177,False,Crashes_2010_2019_MPO
102372105,2019-04-26,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.93622,-86.82798,False,Crashes_2010_2019_MPO
102502404,2019-09-07,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.98422,-86.72436,True,Crashes_2010_2019_MPO
102570144,2019-11-16,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.99594,-86.78336,True,Crashes_2010_2019_MPO
100803930,2015-04-07,2015,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04868,-86.71372,False,Crashes_2010_2019_MPO
