mstrrecnbr,collision_ts,year,county,countystat,crash,crash_type,fatalities,non_motorists,commercial,fatal_c,nonmotor_c,truck_c,fatalc,serious_injuries,ped,bike,lighting,weather,first_harmful_event,latitude,longitude,in_city,src_layer
102420410,2019-06-16,2019,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04674,-86.68269,False,Crashes_2010_2019_MPO
100308133,2013-03-25,2013,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.94707,-86.8219,False,Crashes_2010_2019_MPO
101230612,2016-05-16,2016,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03716,-86.78308,False,Crashes_2010_2019_MPO
101848000,2017-11-25,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.99831,-86.79585,True,Crashes_2010_2019_MPO
101617562,2017-04-17,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96924,-86.70648,True,Crashes_2010_2019_MPO
100595666,2014-08-14,2014,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03388,-86.78843,True,Crashes_2010_2019_MPO
101866208,2017-12-19,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03115,-86.78377,True,Crashes_2010_2019_MPO
101106599,2016-02-16,2016,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.02277,-86.78672,True,Crashes_2010_2019_MPO
100619317,2014-09-15,2014,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.947,-86.81148,False,Crashes_2010_2019_MPO
102548988,2019-10-25,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.95985,-86.7389,True,Crashes_2010_2019_MPO
100142208,2012-01-28,2012,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.92841,-86.74708,False,Crashes_2010_2019_MPO
102611167,2019-12-30,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.93446,-86.81991,False,Crashes_2010_2019_MPO
100439051,2014-02-04,2014,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03474,-86.78792,True,Crashes_2010_2019_MPO
101315879,2016-07-29,2016,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.94782,-86.81975,False,Crashes_2010_2019_MPO
102194878,2018-10-30,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.99439,-86.76608,True,Crashes_2010_2019_MPO
101121272,2016-02-23,2016,,94.0,,,0,1,N,0.0,1.0,0.0,,,,,,,,36.03726,-86.79879,True,Crashes_2010_2019_MPO
102244886,2018-12-13,2018,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03993,-86.74225,False,Crashes_2010_2019_MPO
101267267,2016-06-16,2016,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.92266,-86.82296,False,Crashes_2010_2019_MPO
102324954,2019-03-08,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.01525,-86.78562,True,Crashes_2010_2019_MPO
101495195,2017-01-03,2017,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.05196,-86.7145,False,Crashes_2010_2019_MPO
102252732,2018-12-20,2018,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.0244,-86.79371,True,Crashes_2010_2019_MPO
100347103,2013-06-27,2013,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.9663,-86.83823,False,Crashes_2010_2019_MPO
101503541,2017-01-13,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.95032,-86.76398,True,Crashes_2010_2019_MPO
101466936,2016-12-03,2016,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04542,-86.70355,False,Crashes_2010_2019_MPO
102567993,2019-11-14,2019,,94.0,,,0,1,N,0.0,1.0,0.0,,,,,,,,35.92373,-86.79452,False,Crashes_2010_2019_MPO
102205376,2018-11-09,2018,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03761,-86.78512,False,Crashes_2010_2019_MPO
100879356,2015-07-01,2015,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96984,-86.72464,True,Crashes_2010_2019_MPO
101428517,2016-11-01,2016,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03356,-86.78021,True,Crashes_2010_2019_MPO
101824151,2017-11-13,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.92409,-86.86995,False,Crashes_2010_2019_MPO
100483250,2014-04-07,2014,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.92594,-86.87742,False,Crashes_2010_2019_MPO
101233740,2016-05-27,2016,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03986,-86.78104,False,Crashes_2010_2019_MPO
101147431,2016-03-18,2016,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.05376,-86.69604,False,Crashes_2010_2019_MPO
102319264,2019-03-02,2019,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04805,-86.67875,False,Crashes_2010_2019_MPO
101100941,2016-02-06,2016,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04865,-86.71438,False,Crashes_2010_2019_MPO
100118105,2011-11-21,2011,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96798,-86.81832,True,Crashes_2010_2019_MPO
100388807,2013-10-08,2013,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03336,-86.78872,True,Crashes_2010_2019_MPO
101102264,2016-02-09,2016,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.94707,-86.8219,False,Crashes_2010_2019_MPO
100323240,2013-05-01,2013,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03029,-86.87593,False,Crashes_2010_2019_MPO
102178897,2018-10-15,2018,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.05051,-86.71408,False,Crashes_2010_2019_MPO
101602369,2017-04-03,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.01392,-86.71935,False,Crashes_2010_2019_MPO
102090230,2018-07-28,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.94429,-86.81993,False,Crashes_2010_2019_MPO
101557092,2017-02-17,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.99781,-86.79886,True,Crashes_2010_2019_MPO
102393896,2019-05-19,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.9347,-86.77744,False,Crashes_2010_2019_MPO
101041743,2015-12-03,2015,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.0466,-86.67825,False,Crashes_2010_2019_MPO
102017434,2018-05-21,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96688,-86.81117,True,Crashes_2010_2019_MPO
102374380,2019-04-28,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.98992,-86.74425,True,Crashes_2010_2019_MPO
101743885,2017-08-27,2017,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03745,-86.71592,False,Crashes_2010_2019_MPO
102035886,2018-06-07,2018,,94.0,,,0,0,Y,0.0,0.0,1.0,,,,,,,,36.02872,-86.7924,True,Crashes_2010_2019_MPO
101644198,2017-05-12,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.95212,-86.81784,False,Crashes_2010_2019_MPO
100339182,2013-06-08,2013,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.92738,-86.86871,False,Crashes_2010_2019_MPO
101068156,2015-12-28,2015,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.94476,-86.82852,False,Crashes_2010_2019_MPO
101809633,2017-10-31,2017,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.99185,-86.6841,False,Crashes_2010_2019_MPO
100544723,2014-05-29,2014,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.97346,-86.83311,True,Crashes_2010_2019_MPO
100660489,2014-10-27,2014,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96665,-86.81079,True,Crashes_2010_2019_MPO
102173865,2018-10-11,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.93232,-86.84242,False,Crashes_2010_2019_MPO
101595557,2017-03-27,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.94041,-86.81679,False,Crashes_2010_2019_MPO
101070082,2015-12-31,2015,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.98951,-86.69614,True,Crashes_2010_2019_MPO
102548466,2019-10-25,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.92254,-86.87194,False,Crashes_2010_2019_MPO
101318117,2016-08-01,2016,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04441,-86.78039,False,Crashes_2010_2019_MPO
100314660,2013-04-11,2013,,94.0,,,0,0,Y,0.0,0.0,1.0,,,,,,,,35.92365,-86.86783,False,Crashes_2010_2019_MPO
102013488,2018-05-17,2018,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.05313,-86.71486,False,Crashes_2010_2019_MPO
102158945,2018-09-27,2018,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.02175,-86.74267,False,Crashes_2010_2019_MPO
102600059,2019-12-17,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.93778,-86.82736,False,Crashes_2010_2019_MPO
102386653,2019-05-11,2019,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04692,-86.67982,False,Crashes_2010_2019_MPO
100243291,2012-10-26,2012,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03589,-86.78727,True,Crashes_2010_2019_MPO
100594461,2014-08-11,2014,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.92408,-86.87126,False,Crashes_2010_2019_MPO
101765278,2017-09-19,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03336,-86.78872,True,Crashes_2010_2019_MPO
102588870,2019-12-05,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.9468,-86.82393,False,Crashes_2010_2019_MPO
101462331,2016-11-28,2016,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04002,-86.74355,False,Crashes_2010_2019_MPO
101618765,2017-04-18,2017,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04175,-86.78241,False,Crashes_2010_2019_MPO
102490216,2019-08-27,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.0301,-86.8671,False,Crashes_2010_2019_MPO
101720232,2017-08-04,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.965653,-86.803207,True,Crashes_2010_2019_MPO
101073002,2016-01-05,2016,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04102,-86.77944,False,Crashes_2010_2019_MPO
100659149,2014-10-24,2014,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.92999,-86.84922,False,Crashes_2010_2019_MPO
100712166,2014-12-24,2014,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04119,-86.78257,False,Crashes_2010_2019_MPO
100711270,2014-12-22,2014,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.94056,-86.83344,False,Crashes_2010_2019_MPO
102152834,2018-09-21,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.01492,-86.72877,False,Crashes_2010_2019_MPO
102586882,2019-12-02,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.93316,-86.81375,False,Crashes_2010_2019_MPO
100251849,2012-11-12,2012,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96607,-86.81396,False,Crashes_2010_2019_MPO
100443284,2014-02-15,2014,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.98072,-86.80279,True,Crashes_2010_2019_MPO
102102657,2018-08-08,2018,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03803,-86.78641,False,Crashes_2010_2019_MPO
101424828,2016-10-27,2016,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.99922,-86.80923,True,Crashes_2010_2019_MPO
101917779,2018-02-16,2018,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.052,-86.71451,False,Crashes_2010_2019_MPO
100798774,2015-03-27,2015,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.97101,-86.67835,False,Crashes_2010_2019_MPO
101567939,2017-02-27,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.99643,-86.78798,True,Crashes_2010_2019_MPO
100917251,2015-08-04,2015,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.92487,-86.85698,False,Crashes_2010_2019_MPO
100705324,2014-12-11,2014,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.0502,-86.87401,False,Crashes_2010_2019_MPO
101694275,2017-07-06,2017,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.0374,-86.78657,False,Crashes_2010_2019_MPO
100709105,2014-12-18,2014,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.9466,-86.85078,False,Crashes_2010_2019_MPO
100286663,2013-02-01,2013,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.95523,-86.82587,False,Crashes_2010_2019_MPO
102581276,2019-11-26,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.9583,-86.8023,False,Crashes_2010_2019_MPO
100857287,2015-06-08,2015,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04121,-86.7761,False,Crashes_2010_2019_MPO
101924950,2018-02-23,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.98996,-86.74454,True,Crashes_2010_2019_MPO
102389720,2019-05-15,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.99781,-86.79886,True,Crashes_2010_2019_MPO
100295375,2013-02-21,2013,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03336,-86.78872,True,Crashes_2010_2019_MPO
102372908,2019-04-26,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.95526,-86.82588,False,Crashes_2010_2019_MPO
101942826,2018-03-13,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.00287,-86.80733,True,Crashes_2010_2019_MPO
101131181,2016-03-09,2016,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.97036,-86.77391,True,Crashes_2010_2019_MPO
100756396,2015-03-04,2015,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.92264,-86.8229,False,Crashes_2010_2019_MPO
102540978,2019-10-18,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.966651,-86.809175,True,Crashes_2010_2019_MPO
101457252,2016-11-22,2016,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96458,-86.8144,False,Crashes_2010_2019_MPO
101038925,2015-11-29,2015,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04152,-86.78246,False,Crashes_2010_2019_MPO
101351019,2016-08-29,2016,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.92738,-86.8687,False,Crashes_2010_2019_MPO
101791013,2017-10-12,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.9479,-86.81943,False,Crashes_2010_2019_MPO
100322941,2013-04-30,2013,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.99078,-86.75109,True,Crashes_2010_2019_MPO
100917127,2015-08-04,2015,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04121,-86.7761,False,Crashes_2010_2019_MPO
101406866,2016-10-18,2016,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.99028,-86.74729,True,Crashes_2010_2019_MPO
101766071,2017-09-20,2017,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.0399,-86.74192,False,Crashes_2010_2019_MPO
100978696,2015-10-13,2015,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.98635,-86.73664,True,Crashes_2010_2019_MPO
102547556,2019-10-24,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.94675,-86.85178,False,Crashes_2010_2019_MPO
100756646,2015-03-04,2015,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.92738,-86.86871,False,Crashes_2010_2019_MPO
101453726,2016-11-18,2016,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96118,-86.75923,True,Crashes_2010_2019_MPO
100459382,2014-03-03,2014,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.94711,-86.81099,False,Crashes_2010_2019_MPO
101467498,2016-12-04,2016,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04178,-86.7824,False,Crashes_2010_2019_MPO
100923457,2015-08-15,2015,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04176,-86.78242,False,Crashes_2010_2019_MPO
100801554,2015-04-02,2015,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.0156,-86.74062,False,Crashes_2010_2019_MPO
101284346,2016-07-12,2016,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.92652,-86.82452,False,Crashes_2010_2019_MPO
101775299,2017-09-27,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.99023,-86.68261,False,Crashes_2010_2019_MPO
100965425,2015-09-22,2015,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04685,-86.67941,False,Crashes_2010_2019_MPO
101388095,2016-09-23,2016,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03995,-86.7426,False,Crashes_2010_2019_MPO
100714500,2014-12-28,2014,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04742,-86.75034,False,Crashes_2010_2019_MPO
100919840,2015-08-08,2015,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.94502,-86.87897,False,Crashes_2010_2019_MPO
100635781,2014-09-29,2014,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96667,-86.80916,True,Crashes_2010_2019_MPO
101162004,2016-03-26,2016,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04537,-86.71326,False,Crashes_2010_2019_MPO
101079806,2016-01-19,2016,,94.0,,,0,0,Y,0.0,0.0,1.0,,,,,,,,36.01568,-86.84598,True,Crashes_2010_2019_MPO
101039136,2015-11-29,2015,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04543,-86.70361,False,Crashes_2010_2019_MPO
102398815,2019-05-24,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.98326,-86.71737,True,Crashes_2010_2019_MPO
102260842,2018-12-29,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.95526,-86.82588,False,Crashes_2010_2019_MPO
102589268,2019-12-05,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.94674,-86.82202,False,Crashes_2010_2019_MPO
101351594,2016-09-02,2016,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.05482,-86.67901,False,Crashes_2010_2019_MPO
101572217,2017-03-01,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.92957,-86.84209,False,Crashes_2010_2019_MPO
100974057,2015-10-02,2015,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.92901,-86.84748,False,Crashes_2010_2019_MPO
101740156,2017-08-24,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.93283,-86.78412,False,Crashes_2010_2019_MPO
102591570,2019-12-07,2019,,94.0,,,0,0,Y,0.0,0.0,1.0,,,,,,,,36.03127,-86.7883,True,Crashes_2010_2019_MPO
101063970,2015-12-21,2015,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.94872,-86.83189,False,Crashes_2010_2019_MPO
102361298,2019-04-15,2019,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.01493,-86.72898,False,Crashes_2010_2019_MPO
101271606,2016-06-23,2016,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.94798,-86.81714,False,Crashes_2010_2019_MPO
102264735,2018-12-23,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.99694,-86.85107,False,Crashes_2010_2019_MPO
101626734,2017-04-26,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.01931,-86.78703,True,Crashes_2010_2019_MPO
101633734,2017-05-03,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.97738,-86.80372,True,Crashes_2010_2019_MPO
102342820,2019-03-27,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96717,-86.81325,True,Crashes_2010_2019_MPO
102201993,2018-11-06,2018,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.05148,-86.71179,False,Crashes_2010_2019_MPO
101422728,2016-10-25,2016,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04966,-86.8713,False,Crashes_2010_2019_MPO
102476055,2019-08-13,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03356,-86.78322,True,Crashes_2010_2019_MPO
100667222,2014-11-08,2014,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.05151,-86.71443,False,Crashes_2010_2019_MPO
100243030,2012-10-25,2012,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.02668,-86.878166,False,Crashes_2010_2019_MPO
102495258,2019-08-31,2019,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.02465,-86.71296,False,Crashes_2010_2019_MPO
100681468,2014-11-16,2014,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.94761,-86.81992,False,Crashes_2010_2019_MPO
102593107,2019-12-09,2019,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04026,-86.8164,False,Crashes_2010_2019_MPO
102455963,2019-07-23,2019,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04255,-86.83005,False,Crashes_2010_2019_MPO
100853107,2015-05-30,2015,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03191,-86.79847,True,Crashes_2010_2019_MPO
100543436,2014-05-26,2014,,94.0,,,0,1,Y,0.0,1.0,1.0,,,,,,,,35.98364,-86.80178,True,Crashes_2010_2019_MPO
101100987,2016-02-06,2016,,19.0,,,0,1,N,0.0,1.0,0.0,,,,,,,,36.04559,-86.71135,False,Crashes_2010_2019_MPO
101954961,2018-03-24,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.95209,-86.81805,False,Crashes_2010_2019_MPO
101238985,2016-06-03,2016,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.92472,-86.87428,False,Crashes_2010_2019_MPO
101956248,2018-03-26,2018,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.02579,-86.713,False,Crashes_2010_2019_MPO
100173905,2012-04-28,2012,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03598,-86.79674,True,Crashes_2010_2019_MPO
102073821,2018-07-12,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96589,-86.80316,True,Crashes_2010_2019_MPO
100718617,2015-01-07,2015,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.93944,-86.81689,False,Crashes_2010_2019_MPO
100609655,2014-08-23,2014,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96136,-86.81234,False,Crashes_2010_2019_MPO
101483162,2016-12-21,2016,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04074,-86.78273,False,Crashes_2010_2019_MPO
102191793,2018-10-27,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.95391,-86.72103,False,Crashes_2010_2019_MPO
100818845,2015-04-16,2015,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.93722,-86.8788,False,Crashes_2010_2019_MPO
100682281,2014-11-16,2014,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96625,-86.87593,False,Crashes_2010_2019_MPO
100698031,2014-11-28,2014,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04566,-86.71043,False,Crashes_2010_2019_MPO
102320936,2019-03-04,2019,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04484,-86.7132,False,Crashes_2010_2019_MPO
102505688,2019-09-11,2019,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04002,-86.74348,False,Crashes_2010_2019_MPO
100680774,2014-11-10,2014,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.98116,-86.84619,False,Crashes_2010_2019_MPO
100796735,2015-03-24,2015,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04126,-86.77653,False,Crashes_2010_2019_MPO
101879627,2018-01-06,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.95159,-86.81801,False,Crashes_2010_2019_MPO
102473685,2019-08-10,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.00385,-86.7285,True,Crashes_2010_2019_MPO
100346560,2013-06-25,2013,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.92521,-86.82466,False,Crashes_2010_2019_MPO
101711105,2017-07-24,2017,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96655,-86.80932,True,Crashes_2010_2019_MPO
100364338,2013-08-08,2013,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.9448,-86.82822,False,Crashes_2010_2019_MPO
101958820,2018-03-28,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.94477,-86.82853,False,Crashes_2010_2019_MPO
102237991,2018-12-07,2018,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03479,-86.78331,True,Crashes_2010_2019_MPO
102456612,2019-07-24,2019,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.01282,-86.69499,False,Crashes_2010_2019_MPO
101403886,2016-10-14,2016,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.01513,-86.73592,False,Crashes_2010_2019_MPO
102459556,2019-07-26,2019,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.93418,-86.81871,False,Crashes_2010_2019_MPO
101789856,2017-10-13,2017,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.99778,-86.69116,False,Crashes_2010_2019_MPO
101275930,2016-06-29,2016,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.03507,-86.80581,True,Crashes_2010_2019_MPO
100245876,2012-10-31,2012,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.02429,-86.78588,True,Crashes_2010_2019_MPO
101744937,2017-08-29,2017,,19.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.04543,-86.70361,False,Crashes_2010_2019_MPO
102045007,2018-06-15,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.96681,-86.81119,True,Crashes_2010_2019_MPO
101437874,2016-11-12,2016,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.99476,-86.76094,True,Crashes_2010_2019_MPO
102080590,2018-07-18,2018,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,35.93292,-86.81185,False,Crashes_2010_2019_MPO
101432163,2016-11-05,2016,,94.0,,,0,0,N,0.0,0.0,0.0,,,,,,,,36.01893,-86.78667,True,Crashes_2010_2019_MPO
