record_no,source_layer,collision_ts,crash_year,latitude,longitude,in_city,fatalities,non_motorists,truck_involved,serious_injuries,pedestrian,bicycle,crash_type,manner_of_collision,lighting,weather,first_harmful_event
10581111,Crashes_2010_2019_MPO,2010-01-15,2010,36.045439,-86.778894,False,0,0,0,,,,,,,,
10581132,Crashes_2010_2019_MPO,2010-01-28,2010,36.045866,-86.710861,False,0,0,0,,,,,,,,
900079333,Crashes_2010_2019_MPO,2010-01-29,2010,35.984058,-86.845818,False,0,0,0,,,,,,,,
900079316,Crashes_2010_2019_MPO,2010-01-29,2010,35.94334,-86.815735,False,0,0,0,,,,,,,,
900080526,Crashes_2010_2019_MPO,2010-01-29,2010,35.978413,-86.803284,True,0,0,0,,,,,,,,
10581140,Crashes_2010_2019_MPO,2010-02-04,2010,36.052427,-86.701933,False,0,0,0,,,,,,,,
900082181,Crashes_2010_2019_MPO,2010-02-15,2010,35.953842,-86.721413,False,0,0,0,,,,,,,,
10581285,Crashes_2010_2019_MPO,2010-02-19,2010,36.042579,-86.703118,False,0,0,0,,,,,,,,
900084425,Crashes_2010_2019_MPO,2010-02-24,2010,35.938915,-86.817017,False,0,0,0,,,,,,,,
10581295,Crashes_2010_2019_MPO,2010-03-11,2010,36.039693,-86.759877,False,0,0,0,,,,,,,,
10463757,Crashes_2010_2019_MPO,2010-03-12,2010,36.04576,-86.72473,False,0,0,0,,,,,,,,
10611752,Crashes_2010_2019_MPO,2010-03-18,2010,36.01482,-86.72556,False,0,0,0,,,,,,,,
900088220,Crashes_2010_2019_MPO,2010-03-21,2010,35.9618,-86.853699,False,0,0,0,,,,,,,,
900089949,Crashes_2010_2019_MPO,2010-03-22,2010,35.954796,-86.811829,False,0,0,0,,,,,,,,
900091149,Crashes_2010_2019_MPO,2010-03-31,2010,35.927765,-86.717583,False,0,0,0,,,,,,,,
900091312,Crashes_2010_2019_MPO,2010-04-01,2010,35.954525,-86.713615,False,0,0,0,,,,,,,,
900093096,Crashes_2010_2019_MPO,2010-04-15,2010,35.980598,-86.855698,False,0,0,0,,,,,,,,
900095639,Crashes_2010_2019_MPO,2010-04-28,2010,36.0261,-86.878899,False,0,0,0,,,,,,,,
10586391,Crashes_2010_2019_MPO,2010-05-06,2010,36.04646,-86.67749,False,0,0,0,,,,,,,,
900099363,Crashes_2010_2019_MPO,2010-05-14,2010,36.0201,-86.864998,False,0,0,0,,,,,,,,
10569325,Crashes_2010_2019_MPO,2010-05-17,2010,36.048368,-86.734621,False,0,0,0,,,,,,,,
900101171,Crashes_2010_2019_MPO,2010-05-20,2010,35.958542,-86.712738,True,0,0,0,,,,,,,,
900103304,Crashes_2010_2019_MPO,2010-05-23,2010,35.939999,-86.817009,False,0,0,0,,,,,,,,
10569341,Crashes_2010_2019_MPO,2010-05-25,2010,36.035849,-86.7617,False,0,0,0,,,,,,,,
900103305,Crashes_2010_2019_MPO,2010-05-26,2010,35.982716,-86.801788,True,0,0,0,,,,,,,,
10569347,Crashes_2010_2019_MPO,2010-05-28,2010,36.039714,-86.781581,False,0,0,0,,,,,,,,
10569913,Crashes_2010_2019_MPO,2010-06-04,2010,36.046037,-86.695771,False,0,0,0,,,,,,,,
10569912,Crashes_2010_2019_MPO,2010-06-04,2010,36.049433,-86.713757,False,0,0,0,,,,,,,,
900104931,Crashes_2010_2019_MPO,2010-06-11,2010,36.025398,-86.789902,True,0,0,0,,,,,,,,
900106397,Crashes_2010_2019_MPO,2010-06-14,2010,35.977692,-86.803535,True,0,0,0,,,,,,,,
900105782,Crashes_2010_2019_MPO,2010-06-15,2010,35.973,-86.867897,False,0,0,0,,,,,,,,
10569865,Crashes_2010_2019_MPO,2010-06-18,2010,36.042639,-86.713067,False,0,0,0,,,,,,,,
10441657,Crashes_2010_2019_MPO,2010-06-30,2010,36.05003,-86.77528,False,0,0,0,,,,,,,,
10441664,Crashes_2010_2019_MPO,2010-07-06,2010,36.03985,-86.76264,False,0,0,0,,,,,,,,
900112326,Crashes_2010_2019_MPO,2010-07-10,2010,35.965424,-86.80761,False,0,0,0,,,,,,,,
900112330,Crashes_2010_2019_MPO,2010-07-13,2010,35.93869,-86.685341,False,0,0,0,,,,,,,,
10440829,Crashes_2010_2019_MPO,2010-07-13,2010,36.039754,-86.782273,False,0,0,0,,,,,,,,
10440835,Crashes_2010_2019_MPO,2010-07-15,2010,36.046656,-86.713593,False,0,0,0,,,,,,,,
10440843,Crashes_2010_2019_MPO,2010-07-21,2010,36.054683,-86.726896,False,0,0,0,,,,,,,,
900113884,Crashes_2010_2019_MPO,2010-07-29,2010,35.98962,-86.828979,False,0,0,0,,,,,,,,
10441679,Crashes_2010_2019_MPO,2010-08-10,2010,36.04193,-86.74929,False,0,0,0,,,,,,,,
900115215,Crashes_2010_2019_MPO,2010-08-10,2010,36.005901,-86.865303,False,0,0,0,,,,,,,,
10441695,Crashes_2010_2019_MPO,2010-08-18,2010,36.048418,-86.77572,False,0,0,0,,,,,,,,
900116988,Crashes_2010_2019_MPO,2010-08-25,2010,35.928299,-86.767303,False,0,0,0,,,,,,,,
900119917,Crashes_2010_2019_MPO,2010-08-25,2010,35.928299,-86.767303,False,0,0,0,,,,,,,,
10441031,Crashes_2010_2019_MPO,2010-09-01,2010,36.040003,-86.781275,False,0,0,0,,,,,,,,
10441032,Crashes_2010_2019_MPO,2010-09-02,2010,36.0405,-86.78225,False,0,0,0,,,,,,,,
10430152,Crashes_2010_2019_MPO,2010-09-13,2010,36.052594,-86.77505,False,0,0,0,,,,,,,,
100008387,Crashes_2010_2019_MPO,2010-09-29,2010,36.040702,-86.868583,True,0,0,0,,,,,,,,
100008853,Crashes_2010_2019_MPO,2010-10-02,2010,36.0066,-86.8691,False,0,0,0,,,,,,,,
100008914,Crashes_2010_2019_MPO,2010-10-02,2010,35.9447,-86.7295,False,0,0,0,,,,,,,,
100009130,Crashes_2010_2019_MPO,2010-10-04,2010,36.010226,-86.879012,False,0,0,0,,,,,,,,
10600805,Crashes_2010_2019_MPO,2010-10-13,2010,36.045464,-86.704359,False,0,0,0,,,,,,,,
10600806,Crashes_2010_2019_MPO,2010-10-13,2010,36.020699,-86.71084,False,0,0,0,,,,,,,,
10432500,Crashes_2010_2019_MPO,2010-11-10,2010,36.041785,-86.720596,False,0,0,0,,,,,,,,
10838694,Crashes_2010_2019_MPO,2010-11-11,2010,36.04256,-86.72645,False,0,0,0,,,,,,,,
100015706,Crashes_2010_2019_MPO,2010-11-13,2010,35.9538,-86.7206,False,0,0,0,,,,,,,,
100015859,Crashes_2010_2019_MPO,2010-11-15,2010,35.993151,-86.713661,True,0,0,0,,,,,,,,
100016788,Crashes_2010_2019_MPO,2010-11-19,2010,35.9249,-86.8695,False,0,0,1,,,,,,,,
10601213,Crashes_2010_2019_MPO,2010-11-29,2010,36.045294,-86.699327,False,0,0,0,,,,,,,,
100018748,Crashes_2010_2019_MPO,2010-11-29,2010,35.972301,-86.86648,False,0,0,0,,,,,,,,
10419454,Crashes_2010_2019_MPO,2010-12-07,2010,36.039268,-86.69901,False,0,0,0,,,,,,,,
100021553,Crashes_2010_2019_MPO,2010-12-11,2010,35.97753,-86.8761,False,0,0,0,,,,,,,,
100024896,Crashes_2010_2019_MPO,2010-12-25,2010,35.972194,-86.862579,False,0,0,0,,,,,,,,
100025285,Crashes_2010_2019_MPO,2010-12-29,2010,35.9317,-86.8771,False,0,0,0,,,,,,,,
10384205,Crashes_2010_2019_MPO,2011-01-07,2011,36.017429,-86.697409,False,0,0,0,,,,,,,,
10601082,Crashes_2010_2019_MPO,2011-01-08,2011,36.03252,-86.71272,False,0,0,0,,,,,,,,
100027591,Crashes_2010_2019_MPO,2011-01-11,2011,35.92957,-86.82055,False,0,0,0,,,,,,,,
100027573,Crashes_2010_2019_MPO,2011-01-11,2011,35.97224,-86.86058,False,0,0,0,,,,,,,,
100028569,Crashes_2010_2019_MPO,2011-01-17,2011,35.9737,-86.8693,False,0,0,0,,,,,,,,
100030464,Crashes_2010_2019_MPO,2011-01-25,2011,35.93859,-86.82034,False,0,0,0,,,,,,,,
100031621,Crashes_2010_2019_MPO,2011-01-30,2011,35.936653,-86.694564,False,0,0,0,,,,,,,,
10384258,Crashes_2010_2019_MPO,2011-01-30,2011,36.05009,-86.69214,False,0,0,0,,,,,,,,
100031813,Crashes_2010_2019_MPO,2011-01-31,2011,35.960094,-86.827957,False,0,0,0,,,,,,,,
10379027,Crashes_2010_2019_MPO,2011-02-01,2011,35.996833,-86.690267,False,0,0,0,,,,,,,,
10601086,Crashes_2010_2019_MPO,2011-02-01,2011,36.0446,-86.70352,False,0,0,0,,,,,,,,
100034371,Crashes_2010_2019_MPO,2011-02-09,2011,35.928596,-86.717207,False,0,0,0,,,,,,,,
100033999,Crashes_2010_2019_MPO,2011-02-09,2011,35.928596,-86.717207,False,0,0,0,,,,,,,,
100034364,Crashes_2010_2019_MPO,2011-02-09,2011,35.928596,-86.717207,False,0,0,0,,,,,,,,
10379048,Crashes_2010_2019_MPO,2011-02-10,2011,36.031397,-86.754465,False,0,0,0,,,,,,,,
10379047,Crashes_2010_2019_MPO,2011-02-10,2011,36.051826,-86.751747,False,0,0,0,,,,,,,,
10379049,Crashes_2010_2019_MPO,2011-02-14,2011,36.039232,-86.782283,False,0,0,0,,,,,,,,
100035090,Crashes_2010_2019_MPO,2011-02-16,2011,36.0302,-86.8691,False,0,0,0,,,,,,,,
10379065,Crashes_2010_2019_MPO,2011-02-21,2011,36.045191,-86.715598,False,0,0,0,,,,,,,,
10379071,Crashes_2010_2019_MPO,2011-02-24,2011,36.052757,-86.686643,False,0,0,0,,,,,,,,
10378905,Crashes_2010_2019_MPO,2011-02-28,2011,36.033778,-86.712935,False,0,0,0,,,,,,,,
900131064,Crashes_2010_2019_MPO,2011-03-02,2011,35.996803,-86.828217,True,0,0,0,,,,,,,,
10417084,Crashes_2010_2019_MPO,2011-03-09,2011,36.046825,-86.678964,False,0,0,0,,,,,,,,
10417085,Crashes_2010_2019_MPO,2011-03-11,2011,36.023633,-86.719674,False,0,0,0,,,,,,,,
10417087,Crashes_2010_2019_MPO,2011-03-14,2011,36.042055,-86.725771,False,0,0,0,,,,,,,,
10417088,Crashes_2010_2019_MPO,2011-03-14,2011,36.032416,-86.768751,False,0,0,0,,,,,,,,
10417090,Crashes_2010_2019_MPO,2011-03-14,2011,36.045239,-86.716699,False,0,0,0,,,,,,,,
10417092,Crashes_2010_2019_MPO,2011-03-15,2011,36.045179,-86.714942,False,0,0,0,,,,,,,,
100041392,Crashes_2010_2019_MPO,2011-03-16,2011,36.0304,-86.8758,False,0,0,0,,,,,,,,
10417096,Crashes_2010_2019_MPO,2011-03-16,2011,36.041155,-86.677768,False,0,0,0,,,,,,,,
10417101,Crashes_2010_2019_MPO,2011-03-17,2011,36.045248,-86.744006,False,0,0,0,,,,,,,,
100041877,Crashes_2010_2019_MPO,2011-03-17,2011,36.007686,-86.878822,False,0,1,0,,,,,,,,
10417107,Crashes_2010_2019_MPO,2011-03-23,2011,36.040287,-86.744894,False,0,0,0,,,,,,,,
10417109,Crashes_2010_2019_MPO,2011-03-24,2011,36.045146,-86.714708,False,0,0,0,,,,,,,,
10417112,Crashes_2010_2019_MPO,2011-03-25,2011,36.044747,-86.713559,False,0,0,0,,,,,,,,
100043625,Crashes_2010_2019_MPO,2011-03-25,2011,35.9872,-86.8745,False,0,0,0,,,,,,,,
10384269,Crashes_2010_2019_MPO,2011-04-12,2011,36.05441,-86.69193,False,0,0,0,,,,,,,,
10417142,Crashes_2010_2019_MPO,2011-04-14,2011,36.039652,-86.739096,False,0,0,0,,,,,,,,
100052543,Crashes_2010_2019_MPO,2011-04-29,2011,36.030792,-86.875816,False,0,0,0,,,,,,,,
100054129,Crashes_2010_2019_MPO,2011-05-05,2011,35.975318,-86.837951,False,0,0,0,,,,,,,,
100056708,Crashes_2010_2019_MPO,2011-05-11,2011,35.946613,-86.851623,False,0,0,1,,,,,,,,
10384594,Crashes_2010_2019_MPO,2011-05-19,2011,36.013771,-86.701801,False,0,0,0,,,,,,,,
100058631,Crashes_2010_2019_MPO,2011-05-23,2011,35.973865,-86.804956,True,0,0,0,,,,,,,,
100061162,Crashes_2010_2019_MPO,2011-06-01,2011,35.937763,-86.689552,False,0,0,0,,,,,,,,
10409575,Crashes_2010_2019_MPO,2011-06-02,2011,36.028182,-86.743969,False,0,0,0,,,,,,,,
100063059,Crashes_2010_2019_MPO,2011-06-08,2011,35.9784,-86.851,False,0,0,0,,,,,,,,
100064417,Crashes_2010_2019_MPO,2011-06-13,2011,35.999439,-86.796059,True,0,0,1,,,,,,,,
100066542,Crashes_2010_2019_MPO,2011-06-20,2011,35.926208,-86.761619,False,0,0,0,,,,,,,,
100066543,Crashes_2010_2019_MPO,2011-06-20,2011,35.937824,-86.706153,False,0,0,0,,,,,,,,
100068169,Crashes_2010_2019_MPO,2011-06-24,2011,35.9465,-86.8085,False,0,0,0,,,,,,,,
100070079,Crashes_2010_2019_MPO,2011-07-02,2011,36.030834,-86.875717,False,0,0,0,,,,,,,,
100072967,Crashes_2010_2019_MPO,2011-07-12,2011,35.9281,-86.7673,False,0,0,0,,,,,,,,
10838650,Crashes_2010_2019_MPO,2011-08-09,2011,36.040927,-86.779414,False,0,0,0,,,,,,,,
10838654,Crashes_2010_2019_MPO,2011-08-09,2011,36.040733,-86.772507,False,0,0,0,,,,,,,,
100084102,Crashes_2010_2019_MPO,2011-08-19,2011,36.027961,-86.856559,False,0,0,0,,,,,,,,
10824818,Crashes_2010_2019_MPO,2011-09-02,2011,36.016378,-86.740973,False,0,0,0,,,,,,,,
10409321,Crashes_2010_2019_MPO,2011-09-03,2011,35.99329,-86.68537,False,0,0,0,,,,,,,,
10824820,Crashes_2010_2019_MPO,2011-09-05,2011,36.053335,-86.736985,False,0,0,0,,,,,,,,
10817254,Crashes_2010_2019_MPO,2011-09-08,2011,36.040914,-86.74608,False,0,0,0,,,,,,,,
100091396,Crashes_2010_2019_MPO,2011-09-09,2011,35.9623,-86.8538,False,0,0,0,,,,,,,,
10831111,Crashes_2010_2019_MPO,2011-09-17,2011,36.03798,-86.71313,False,0,0,0,,,,,,,,
100095673,Crashes_2010_2019_MPO,2011-09-21,2011,35.9941,-86.847884,False,0,0,0,,,,,,,,
100117255,Crashes_2010_2019_MPO,2011-09-27,2011,36.03006,-86.866707,False,0,0,0,,,,,,,,
100098847,Crashes_2010_2019_MPO,2011-10-01,2011,35.9397,-86.6797,False,0,0,0,,,,,,,,
100102134,Crashes_2010_2019_MPO,2011-10-11,2011,35.9372,-86.6909,False,0,0,0,,,,,,,,
100104263,Crashes_2010_2019_MPO,2011-10-16,2011,36.0122,-86.8458,False,0,0,0,,,,,,,,
100105726,Crashes_2010_2019_MPO,2011-10-20,2011,36.0303,-86.8759,False,0,0,0,,,,,,,,
10831113,Crashes_2010_2019_MPO,2011-11-05,2011,36.04536,-86.71715,False,0,0,0,,,,,,,,
10821329,Crashes_2010_2019_MPO,2011-11-07,2011,36.04139,-86.78214,False,0,0,0,,,,,,,,
100114265,Crashes_2010_2019_MPO,2011-11-08,2011,35.99618,-86.79721,True,0,0,0,,,,,,,,
100113930,Crashes_2010_2019_MPO,2011-11-09,2011,36.00854,-86.78633,True,0,0,1,,,,,,,,
100116249,Crashes_2010_2019_MPO,2011-11-10,2011,36.01416,-86.78556,True,0,0,0,,,,,,,,
10824264,Crashes_2010_2019_MPO,2011-11-10,2011,35.99431,-86.68648,False,0,0,0,,,,,,,,
100116349,Crashes_2010_2019_MPO,2011-11-11,2011,35.99608,-86.79725,True,0,0,0,,,,,,,,
100114712,Crashes_2010_2019_MPO,2011-11-12,2011,36.02739,-86.78419,True,0,0,0,,,,,,,,
100115639,Crashes_2010_2019_MPO,2011-11-14,2011,35.97832,-86.80363,True,0,0,0,,,,,,,,
100115638,Crashes_2010_2019_MPO,2011-11-15,2011,35.98325,-86.71739,True,0,0,0,,,,,,,,
100116127,Crashes_2010_2019_MPO,2011-11-16,2011,36.02824,-86.8488,True,0,0,0,,,,,,,,
100117902,Crashes_2010_2019_MPO,2011-11-16,2011,36.00874,-86.78614,True,0,0,0,,,,,,,,
100116093,Crashes_2010_2019_MPO,2011-11-16,2011,35.98133,-86.84398,False,0,0,0,,,,,,,,
100118105,Crashes_2010_2019_MPO,2011-11-21,2011,35.96798,-86.81832,True,0,0,0,,,,,,,,
100118545,Crashes_2010_2019_MPO,2011-11-21,2011,35.9828,-86.71719,True,0,0,0,,,,,,,,
100118544,Crashes_2010_2019_MPO,2011-11-21,2011,36.03175,-86.78961,True,0,0,0,,,,,,,,
100118672,Crashes_2010_2019_MPO,2011-11-22,2011,35.96176,-86.80153,True,0,0,0,,,,,,,,
100118596,Crashes_2010_2019_MPO,2011-11-22,2011,35.98991,-86.70309,True,0,0,0,,,,,,,,
100118597,Crashes_2010_2019_MPO,2011-11-22,2011,35.97102,-86.72644,True,0,0,0,,,,,,,,
100120158,Crashes_2010_2019_MPO,2011-11-23,2011,35.94782,-86.8221,False,0,0,0,,,,,,,,
100126362,Crashes_2010_2019_MPO,2011-11-24,2011,36.01004,-86.87846,False,0,0,0,,,,,,,,
100119609,Crashes_2010_2019_MPO,2011-11-24,2011,35.97715,-86.87622,False,0,0,0,,,,,,,,
100159915,Crashes_2010_2019_MPO,2011-11-26,2011,36.05061,-86.69765,False,0,0,0,,,,,,,,
100121124,Crashes_2010_2019_MPO,2011-11-28,2011,36.02819,-86.7835,True,0,0,1,,,,,,,,
100121414,Crashes_2010_2019_MPO,2011-11-29,2011,35.96593,-86.80589,True,0,0,0,,,,,,,,
100121452,Crashes_2010_2019_MPO,2011-11-29,2011,35.92261,-86.87224,False,0,0,1,,,,,,,,
100122025,Crashes_2010_2019_MPO,2011-11-30,2011,36.02606,-86.87904,False,0,0,0,,,,,,,,
100121761,Crashes_2010_2019_MPO,2011-11-30,2011,35.97102,-86.72644,True,0,0,0,,,,,,,,
100123975,Crashes_2010_2019_MPO,2011-11-30,2011,35.96595,-86.80315,True,0,0,0,,,,,,,,
100122395,Crashes_2010_2019_MPO,2011-12-01,2011,35.95188,-86.8128,False,0,0,0,,,,,,,,
100123537,Crashes_2010_2019_MPO,2011-12-04,2011,36.01558,-86.84428,False,0,0,0,,,,,,,,
100124902,Crashes_2010_2019_MPO,2011-12-07,2011,35.96672,-86.8113,True,0,0,0,,,,,,,,
100125296,Crashes_2010_2019_MPO,2011-12-08,2011,35.9321,-86.8474,False,0,0,0,,,,,,,,
100126582,Crashes_2010_2019_MPO,2011-12-09,2011,35.92439,-86.82232,False,0,0,1,,,,,,,,
100127418,Crashes_2010_2019_MPO,2011-12-10,2011,35.92653,-86.82573,False,0,0,1,,,,,,,,
100126409,Crashes_2010_2019_MPO,2011-12-12,2011,35.97715,-86.87622,False,0,0,0,,,,,,,,
100126573,Crashes_2010_2019_MPO,2011-12-12,2011,35.97822,-86.75737,True,0,0,0,,,,,,,,
100126538,Crashes_2010_2019_MPO,2011-12-12,2011,35.97317,-86.83099,True,0,0,0,,,,,,,,
100126543,Crashes_2010_2019_MPO,2011-12-12,2011,35.92721,-86.73854,False,0,0,0,,,,,,,,
100126766,Crashes_2010_2019_MPO,2011-12-13,2011,36.0343,-86.79174,True,0,0,0,,,,,,,,
100127372,Crashes_2010_2019_MPO,2011-12-14,2011,36.00454,-86.79044,True,0,0,0,,,,,,,,
100127436,Crashes_2010_2019_MPO,2011-12-14,2011,36.03327,-86.7995,True,0,0,0,,,,,,,,
100127510,Crashes_2010_2019_MPO,2011-12-15,2011,35.96441,-86.82292,True,0,0,1,,,,,,,,
100127545,Crashes_2010_2019_MPO,2011-12-15,2011,35.99335,-86.69968,True,0,0,0,,,,,,,,
100127881,Crashes_2010_2019_MPO,2011-12-16,2011,35.97102,-86.72644,True,0,0,0,,,,,,,,
100128607,Crashes_2010_2019_MPO,2011-12-16,2011,35.92368,-86.7669,False,0,0,0,,,,,,,,
10817473,Crashes_2010_2019_MPO,2011-12-16,2011,36.030588,-86.682613,False,0,0,0,,,,,,,,
100129334,Crashes_2010_2019_MPO,2011-12-16,2011,35.97111,-86.80589,True,0,0,0,,,,,,,,
100128423,Crashes_2010_2019_MPO,2011-12-17,2011,35.96316,-86.85396,False,0,0,0,,,,,,,,
100131356,Crashes_2010_2019_MPO,2011-12-19,2011,36.01453,-86.78541,True,0,0,0,,,,,,,,
100129102,Crashes_2010_2019_MPO,2011-12-19,2011,35.95807,-86.76774,True,0,0,1,,,,,,,,
100130103,Crashes_2010_2019_MPO,2011-12-21,2011,35.98178,-86.82926,False,0,0,0,,,,,,,,
100129812,Crashes_2010_2019_MPO,2011-12-21,2011,35.99335,-86.69968,True,0,0,0,,,,,,,,
100129901,Crashes_2010_2019_MPO,2011-12-21,2011,36.03474,-86.78792,True,0,0,0,,,,,,,,
100130315,Crashes_2010_2019_MPO,2011-12-22,2011,35.99432,-86.69281,True,0,0,0,,,,,,,,
100132371,Crashes_2010_2019_MPO,2011-12-22,2011,36.03473,-86.87335,False,0,0,0,,,,,,,,
100130292,Crashes_2010_2019_MPO,2011-12-22,2011,35.97878,-86.75281,True,0,0,0,,,,,,,,
100131514,Crashes_2010_2019_MPO,2011-12-26,2011,35.96674,-86.80992,True,0,0,0,,,,,,,,
10432765,Crashes_2010_2019_MPO,2011-12-26,2011,36.04081,-86.74673,False,0,0,0,,,,,,,,
100131732,Crashes_2010_2019_MPO,2011-12-27,2011,35.96672,-86.80909,True,0,0,0,,,,,,,,
100132201,Crashes_2010_2019_MPO,2011-12-28,2011,35.96382,-86.80841,False,0,0,0,,,,,,,,
100133263,Crashes_2010_2019_MPO,2011-12-29,2011,36.03622,-86.87215,False,0,0,0,,,,,,,,
100133878,Crashes_2010_2019_MPO,2012-01-03,2012,35.96312,-86.81899,True,0,0,0,,,,,,,,
100134044,Crashes_2010_2019_MPO,2012-01-03,2012,35.92698,-86.86593,False,0,0,1,,,,,,,,
100133939,Crashes_2010_2019_MPO,2012-01-03,2012,35.99156,-86.79881,True,0,0,1,,,,,,,,
10818947,Crashes_2010_2019_MPO,2012-01-04,2012,36.045607,-86.715075,False,0,0,0,,,,,,,,
100135857,Crashes_2010_2019_MPO,2012-01-06,2012,36.00417,-86.79083,True,0,0,1,,,,,,,,
100136730,Crashes_2010_2019_MPO,2012-01-06,2012,35.9976,-86.79696,True,0,0,0,,,,,,,,
100134766,Crashes_2010_2019_MPO,2012-01-06,2012,35.95051,-86.76621,True,0,0,0,,,,,,,,
100135003,Crashes_2010_2019_MPO,2012-01-06,2012,35.97471,-86.83613,False,0,0,0,,,,,,,,
100136150,Crashes_2010_2019_MPO,2012-01-09,2012,35.998379,-86.80381,True,0,0,0,,,,,,,,
100136151,Crashes_2010_2019_MPO,2012-01-10,2012,36.033272,-86.78389,True,0,0,0,,,,,,,,
100136520,Crashes_2010_2019_MPO,2012-01-11,2012,35.92654,-86.76721,False,0,0,0,,,,,,,,
100136427,Crashes_2010_2019_MPO,2012-01-11,2012,35.96672,-86.8113,True,0,0,1,,,,,,,,
100136576,Crashes_2010_2019_MPO,2012-01-11,2012,35.9667,-86.81117,True,0,0,1,,,,,,,,
100136841,Crashes_2010_2019_MPO,2012-01-12,2012,36.03066,-86.78358,True,0,0,0,,,,,,,,
100136966,Crashes_2010_2019_MPO,2012-01-12,2012,36.03738,-86.791,False,0,0,1,,,,,,,,
100137567,Crashes_2010_2019_MPO,2012-01-13,2012,35.93732,-86.87883,False,0,0,0,,,,,,,,
100138189,Crashes_2010_2019_MPO,2012-01-15,2012,35.953899,-86.721184,False,0,0,0,,,,,,,,
100138610,Crashes_2010_2019_MPO,2012-01-17,2012,35.97776,-86.80359,True,0,0,1,,,,,,,,
100138472,Crashes_2010_2019_MPO,2012-01-17,2012,36.01575,-86.82117,True,0,0,0,,,,,,,,
100139347,Crashes_2010_2019_MPO,2012-01-19,2012,35.9714,-86.85961,False,0,0,0,,,,,,,,
100139844,Crashes_2010_2019_MPO,2012-01-20,2012,36.00262,-86.79275,True,0,0,1,,,,,,,,
100140686,Crashes_2010_2019_MPO,2012-01-24,2012,35.98626,-86.71015,True,0,0,0,,,,,,,,
100141011,Crashes_2010_2019_MPO,2012-01-24,2012,35.95117,-86.70456,False,0,0,0,,,,,,,,
100141010,Crashes_2010_2019_MPO,2012-01-25,2012,35.9862,-86.71035,True,0,0,0,,,,,,,,
100141768,Crashes_2010_2019_MPO,2012-01-26,2012,35.92557,-86.87448,False,0,0,0,,,,,,,,
100141465,Crashes_2010_2019_MPO,2012-01-26,2012,35.97102,-86.72644,True,0,0,0,,,,,,,,
100141466,Crashes_2010_2019_MPO,2012-01-26,2012,35.98382,-86.69819,True,0,0,1,,,,,,,,
100142208,Crashes_2010_2019_MPO,2012-01-28,2012,35.92841,-86.74708,False,0,0,0,,,,,,,,
100212225,Crashes_2010_2019_MPO,2012-01-28,2012,36.054729,-86.694183,False,1,3,0,,,,,,,,
100142694,Crashes_2010_2019_MPO,2012-01-30,2012,35.96518,-86.80021,True,0,0,1,,,,,,,,
100144136,Crashes_2010_2019_MPO,2012-01-30,2012,36.00816,-86.78672,True,1,0,0,,,,,,,,
100142862,Crashes_2010_2019_MPO,2012-01-31,2012,36.03689,-86.81684,True,0,0,0,,,,,,,,
100142900,Crashes_2010_2019_MPO,2012-01-31,2012,36.03623,-86.78706,True,0,0,1,,,,,,,,
100143706,Crashes_2010_2019_MPO,2012-02-02,2012,35.93757,-86.70234,False,0,0,0,,,,,,,,
100143835,Crashes_2010_2019_MPO,2012-02-02,2012,36.03803,-86.8707,False,0,0,0,,,,,,,,
100144885,Crashes_2010_2019_MPO,2012-02-05,2012,35.92367,-86.76694,False,0,0,0,,,,,,,,
10805883,Crashes_2010_2019_MPO,2012-02-08,2012,36.014682,-86.725762,False,0,0,0,,,,,,,,
100146323,Crashes_2010_2019_MPO,2012-02-08,2012,35.96708,-86.81356,True,0,0,0,,,,,,,,
100150583,Crashes_2010_2019_MPO,2012-02-08,2012,35.9498,-86.81328,False,0,0,1,,,,,,,,
100146357,Crashes_2010_2019_MPO,2012-02-09,2012,35.96776,-86.80805,True,0,0,0,,,,,,,,
100146825,Crashes_2010_2019_MPO,2012-02-10,2012,35.99783,-86.7989,True,0,0,0,,,,,,,,
100148319,Crashes_2010_2019_MPO,2012-02-10,2012,35.96382,-86.80841,False,0,0,1,,,,,,,,
100146706,Crashes_2010_2019_MPO,2012-02-11,2012,36.01689,-86.78609,True,0,0,0,,,,,,,,
100147603,Crashes_2010_2019_MPO,2012-02-11,2012,36.00492,-86.79037,True,0,0,1,,,,,,,,
100146707,Crashes_2010_2019_MPO,2012-02-11,2012,36.01689,-86.78609,True,0,0,0,,,,,,,,
100147577,Crashes_2010_2019_MPO,2012-02-13,2012,35.99335,-86.69968,True,0,0,0,,,,,,,,
100147772,Crashes_2010_2019_MPO,2012-02-14,2012,36.03474,-86.78792,True,0,0,0,,,,,,,,
100148078,Crashes_2010_2019_MPO,2012-02-15,2012,35.96687,-86.81113,True,0,0,0,,,,,,,,
100148677,Crashes_2010_2019_MPO,2012-02-16,2012,35.9377,-86.68933,False,0,0,0,,,,,,,,
100148441,Crashes_2010_2019_MPO,2012-02-16,2012,36.03557,-86.78744,True,0,0,0,,,,,,,,
100150099,Crashes_2010_2019_MPO,2012-02-16,2012,35.92315,-86.82274,False,0,0,0,,,,,,,,
100148436,Crashes_2010_2019_MPO,2012-02-16,2012,36.03003,-86.87603,False,0,0,0,,,,,,,,
100150135,Crashes_2010_2019_MPO,2012-02-21,2012,35.98484,-86.72629,True,0,0,1,,,,,,,,
10805908,Crashes_2010_2019_MPO,2012-02-22,2012,36.040132,-86.712816,False,0,0,0,,,,,,,,
